gt_word,ocr_word,word_length,word_cer
"""",(,1,1.0
i,j,1,1.0
don't,don',5,0.2
want,+,4,1.0
it,wank,2,2.0
to,if,2,1.0
happen,t,6,1.0
again,aufhen,5,0.8
",",ada,1,3.0
"""",adudl,1,5.0
said,zaxlau,4,1.25
bawley,,6,1.0
-,,1,1.0
"""",vt,1,2.0
what,lid,4,1.0
did,munyenrd,3,2.3333
munyard,nud,7,0.7143
say,8,3,1.0
?,i(,1,2.0
"""",i1,1,2.0
"""",te,1,2.0
the,inott,3,1.6667
snort,huel,5,1.0
-,,1,1.0
hull,,4,1.0
"""",mone,1,4.0
more,^o,4,0.75
so,alun,2,2.0
than,1e<,4,1.0
ever,mulce,4,1.25
since,~j,5,1.0
i,wet,1,3.0
met,yen1,3,1.0
you,,3,1.0
.,,1,1.0
"""",,1,1.0
we,vee,2,1.0
've,ne,3,0.6667
had,had,3,0.0
pericles',lruken',9,0.6667
entire,eutire,6,0.1667
snort,inoct,5,0.4
equipment,euiamet,9,0.3333
removed,rewueot,7,0.7143
fitting,hstbnk,7,0.7143
fractured,inuctured,9,0.3333
.,((,1,2.0
"""",i(,1,2.0
"""",iumposwg,1,8.0
supposing,4,9,1.0
i,was,1,3.0
was,t,3,1.0
to,tell,2,1.5
tell,%ou,4,1.0
you,7t,3,1.0
that,,4,1.0
said,aud,4,0.5
john,joln,4,0.25
.,,1,1.0
with,ith,4,0.25
the,hh,3,0.6667
possibility,pomilwlty,11,0.4545
of,%,2,1.0
faulty,knety,6,0.6667
design,jowcm,6,1.0
.,m,1,1.0
"""",jqelu,1,5.0
he,,2,1.0
held,,4,1.0
i,~j',1,3.0
'm,m,2,0.5
relieved,~ekieved,8,0.25
.,.,1,0.0
but,bu,3,0.3333
it,it,2,0.0
still,mill,5,0.4
doesn't,doesxn't,7,0.1429
do,d,2,0.5
away,aar,4,0.5
one,a,3,1.0
of,%,2,1.0
these,klene,5,0.6
days,dal8,4,0.5
",",1,1,1.0
"""",i(,1,2.0
he,re,2,0.5
said,auidl.,4,1.0
.,u,1,1.0
"""",j,1,1.0
in,tlhemantme,2,4.5
the,,3,1.0
meantime,,8,1.0
out,su},3,0.6667
his,m,3,1.0
hand,rand,4,0.25
.,((,1,2.0
"""",marle,1,5.0
maybe,'1],5,1.0
i,~vill,1,4.0
will,take,4,1.0
take,q,4,1.0
a,trp,1,3.0
trip,witl,4,1.0
with,%8,4,1.0
you,,3,1.0
i,7,1,1.0
'll,',3,0.6667
tell,au,4,1.0
my,kll,2,1.5
editor,wyf,6,1.0
that,udibsr,4,1.5
the,mottk,3,1.3333
story,story',5,0.2
's,^,2,1.0
a,c,1,1.0
dead,dedd{rd,4,1.0
bird,,4,1.0
.,,1,1.0
"""",~i,1,2.0
munyard,muungard,7,0.2857
didn't,cdlw',6,0.8333
tell,},4,1.0
me,kl,2,1.0
that,~,4,1.0
.,ktdt,1,4.0
but,.,3,1.0
i,but,1,3.0
must,nmus,4,0.5
confess,conbys,7,0.4286
for,foc,3,0.3333
calling,2aling,7,0.2857
",",",",1,0.0
"""",4,1,1.0
he,he,2,0.0
said,sccl,4,0.75
.,76,1,2.0
"""",57//,1,4.0
still,ion9,5,1.0
long,2_5,4,1.0
as,vog,2,1.5
you,ne,3,1.0
're,here,3,0.6667
here,,4,1.0
dowd,owef,4,0.75
",",4,1,1.0
still,shy,5,0.8
wearing,nearing,7,0.1429
his,hs,3,0.3333
blue,blke,4,0.25
check,chck,5,0.2
shirt,shh.,5,0.6
.,he,1,2.0
he,,2,1.0
shack,shat,5,0.4
",",hif,1,3.0
his,hfke,3,1.0
rifle,0/,5,1.0
at,lh{,2,1.5
the,nady,3,1.3333
ready,1,5,1.0
",",fau,1,3.0
i,1,1,1.0
saw,lvaj,3,1.0
it,nice,2,1.5
was,,3,1.0
nick,,4,1.0
i,1,1,1.0
saw,sau,3,0.3333
several,se,7,0.7143
men,vera,3,1.0
running,(,7,1.0
down,ie,4,1.0
towards,0,7,1.0
came,cavne,4,0.5
up,cp,2,0.5
close,clese,5,0.2
",",/,1,1.0
eyeing,"eyei""g",6,0.1667
us,cts,2,1.0
suspiciously,fuspiciousk,12,0.25
.,"""ve",1,3.0
"""",va,1,2.0
we,,2,1.0
've,,3,1.0
you,voli,3,1.0
may,may,3,0.0
as,c$,2,1.0
well,lc/,4,1.0
stay,stay,4,0.0
a,c,1,1.0
while,bhike,5,0.4
.,,1,1.0
the,hie,3,0.6667
shack,shad,5,0.4
.,they,1,4.0
they,nef(,4,1.0
were,a//,4,1.0
all,atmec,3,1.3333
armed,6/yh,5,1.0
with,~dfesh,4,1.25
rifles,,6,1.0
.,,1,1.0
as,/ts,2,1.0
the,ahe,3,0.3333
nearest,ncanes,7,0.4286
of,0f,2,0.5
them,zhew,4,0.5
came,cc+77€,4,1.25
round,kocd,5,0.6
the,ahe,3,0.3333
come,com€,4,0.25
2a-calling,2a,10,0.8
",",ailing,1,6.0
"""",7,1,1.0
i,4,1,1.0
said,sce,4,0.75
.,2,1,1.0
"""",(2w,1,3.0
can't,/,5,1.0
see,52e,3,0.6667
no,7,2,1.0
reason,0,6,1.0
found,hoane,5,0.6
us,ef,2,1.0
a,4,1,1.0
couple,coeple,6,0.1667
of,0,2,1.0
boxes,/,5,1.0
to,bo+es,2,2.0
sit,/,3,1.0
on,5,2,1.0
.,2,1,1.0
miners,mines,6,0.1667
followed,fellow,8,0.375
in,zc/,2,1.5
at,7,2,1.0
our,47,3,1.0
heels,a/,5,1.0
.,dl,1,2.0
nick,/,4,1.0
dowd,h<e,4,1.0
'light,lig,6,0.5
an',h,3,1.0
come,c?,4,0.75
on,come,2,1.5
in,0,2,1.0
.,61,1,2.0
"""",7,1,1.0
we,6,2,1.0
dismounted,he,10,0.9
and,osmounke,3,2.3333
we,he,2,0.5
followed,fello,8,0.5
nick,4ec,4,0.75
dowd,ni,4,1.0
into,ck,4,1.0
the,don,3,1.0
shack,2,5,1.0
.,1/6,1,3.0
nick,nick,4,0.0
dowd,powe,4,0.5
took,look,4,0.25
our,cl,3,1.0
horses,f,6,1.0
off,horses,3,1.6667
to,o#,2,1.0
water,ahc,5,0.8
.,lmjef,1,5.0
they,vhe,4,0.5
'd,v/,2,1.0
rigged,4,6,1.0
up,~gg-c,2,2.5
a,lp,1,2.0
stove,6,5,1.0
of,slve,2,2.0
sorts,cf,5,1.0
and,sor-/5,3,2.0
on,2eze,2,2.0
it,(,2,1.0
one,one,3,0.0
of,%f,2,0.5
the,ahe,3,0.3333
miners,{17,6,1.0
who,iet,3,1.0
'd,$,2,1.0
come,whe,4,0.75
along,d,5,1.0
with,ccm(,4,1.0
a,d,1,1.0
huge,h4ge,4,0.25
blackened,6/a,9,0.8889
coffee-pot,€,10,1.0
steamed,/ena,7,0.8571
.,ceflee,1,6.0
other,pdo/,5,1.0
the,ah<,3,0.6667
little,ihe,6,0.6667
hombre,hom,6,0.5
in,6n8,2,1.0
big,7,3,1.0
overalls,47,8,1.0
.,61,1,2.0
very,4,4,1.0
soon,orea/5,4,1.5
he,vey,2,1.0
derby,pecby,5,0.4
hat,ho,3,0.6667
fussed,/,6,1.0
around,pussed,6,0.8333
the,"6+06""24",3,2.3333
stove,fa,5,1.0
.,sleve,1,5.0
"""","""2",1,1.0
2ain't,a,6,0.8333
who,ho,3,0.3333
'd,4,2,1.0
come,cet€,4,0.75
in,7,2,1.0
as,67,2,1.0
roper,2s,5,1.0
smith,12op2,5,1.0
",",sifh,1,4.0
shorty,shocky,6,0.3333
",",7,1,1.0
mick,kc,4,0.75
sweetened,swechwec,9,0.5556
with,h,4,0.75
molasses,//,8,1.0
for,m0,3,1.0
all,/grfes,3,2.0
and,fe,3,1.0
for,7,3,1.0
us,2/,2,1.0
a,smal,1,3.0
small,m,5,0.8
man,el&,3,1.0
in,"5,3",2,1.5
bib,o1e0/<,3,2.0
overalls,cln2,8,0.875
and,0,3,1.0
a,bafere/,1,6.0
battered,,8,1.0
exactly,exechy,7,0.4286
the,fne,3,0.6667
ritz,rtz,4,0.25
hotel,kohz/,5,0.8
but,bu2,3,0.3333
we,w,2,0.5
've,€,3,1.0
got,ve,3,1.0
our,6?g_,3,1.3333
little,oli,6,0.8333
there,aier(,5,0.6
were,l€€,4,1.0
two,zeo,3,0.6667
plates,p(eaes,6,0.5
of,0/,2,1.0
beans,bee/$,5,0.6
.,,1,1.0
comforts,cov/e,8,0.75
",",sec,1,3.0
"""",(,1,1.0
said,d,4,0.75
dowd,&vct,4,1.0
.,kfe,1,3.0
he,infeeced,2,3.5
introduced,ak,10,1.0
the,"mez,",3,1.3333
men,,3,1.0
had,hed,3,0.3333
tin,an,3,0.6667
mugs,m19f,4,0.75
filled,e;{kd,6,0.8333
with,l/%,4,1.0
hot,hz,3,0.6667
black,btac,5,0.4
coffee,&,6,1.0
golightly,go,9,0.7778
",",h9,1,2.0
swede,hlly,5,1.0
and,/,3,1.0
the,swecce,3,1.6667
sodbuster,srrcr,9,0.7778
.,soc,1,3.0
this,susk8,4,1.25
last,th,4,1.0
was,f,3,1.0
night,n'ghf,5,0.4
.,,1,1.0
"""",,1,1.0
as,ds,2,0.5
of,ef',2,1.0
now,now,3,0.0
",",gpac/,1,5.0
apart,arom,5,0.8
from,2,4,1.0
a,hen,1,3.0
few,feces,3,1.0
sacks,0,5,1.0
of,/,2,1.0
gold,692/271,4,1.75
we,we',2,0.5
'd,u,2,1.0
finished,pmushee,8,0.625
and,de,3,1.0
i,[,1,1.0
'd,'a,2,0.5
rolled,rollzct,6,0.5
a,0,1,1.0
cigarette,agatefe,9,0.5556
watched,wafehzd,7,0.4286
us,ouf,2,1.0
as,2,2,1.0
we,5$,2,1.0
ate,w,3,1.0
the,€,3,1.0
beans,a78,5,0.8
.,fhe,1,3.0
then,bee+$,4,1.0
when,.,4,1.0
the,th,3,0.3333
man,1ely,3,1.3333
called,clfed,6,0.3333
shorty,shot/y,6,0.3333
said,facl/,4,1.0
",",you,1,3.0
"""",le,1,2.0
you,€,3,1.0
were,5ayig,4,1.25
saying,hhen,6,0.8333
when,,4,1.0
you,voc,3,0.6667
came,ca,4,0.5
in,e,2,1.0
that,(6,4,1.0
2somep'n,aha,8,1.0
happened,/,8,1.0
last,zsomep,4,1.5
dust,dust,4,0.0
.,_,1,1.0
"""",he,1,2.0
he,winked,2,2.5
winked,a2,6,1.0
at,k$,2,1.0
his,pafner,3,2.0
partners,they,8,0.75
.,2,1,1.0
they,//,4,1.0
all,,3,1.0
handing,handng,7,0.1429
them,hhem,4,0.25
to,f,2,1.0
us,6,2,1.0
",",$,1,1.0
"""",/,1,1.0
but,k6f,3,1.0
it,12,2,1.0
's,5,2,1.0
all,2,3,1.0
we,/,2,1.0
got,i,3,1.0
"""",tkey,1,4.0
they,gies,4,0.75
gives,yog,5,1.0
you,kke,3,1.0
the,hin,3,1.0
wind,d,4,0.75
",",",",1,0.0
"""",84,1,2.0
said,saci,4,0.5
the,lhe,3,0.3333
sodbuster,fed,9,0.8889
shorty,shord,6,0.3333
.,,1,1.0
down,dlown,4,0.25
william,h/iiliamn,7,0.5714
appleton,ape,8,0.625
outside,k/on,7,1.0
the,gu,3,1.0
palace,friole,6,0.8333
words,wofcc,5,0.6
affect,2pety,6,0.8333
them,aher,4,0.5
in,47,2,1.0
their,hheh,5,0.6
different,el,9,0.8889
ways,eterk,4,1.25
.,ways.,1,4.0
"""",i,1,1.0
that,thad,4,0.25
's,$,2,1.0
sure,jc,4,1.0
bad,€,3,1.0
news,bec,4,0.75
",",newsy,1,5.0
"""",77,1,2.0
said,sed,4,0.5
dowd,powd,4,0.25
",",/,1,1.0
sombrely,sorbrek,8,0.375
.,,1,1.0
"""",yes,1,3.0
yes,",",3,1.0
",",7/,1,2.0
"""",i,1,1.0
i,seiel,1,4.0
said,sometlng,4,1.75
.,happenee,1,8.0
"""",2/,1,2.0
something,kgh}.,9,0.8889
happened,,8,1.0
all,,3,1.0
right,,5,1.0
.,,1,1.0
looked,{ookccl,6,0.6667
across,ac/ass,6,0.3333
at,a,2,0.5
nick,/,4,1.0
dowd,uice,4,1.0
-,dowd,1,4.0
"""",romeon,1,6.0
someone,cu,7,1.0
cut,,3,1.0
with,wh,4,0.5
a,2,1,1.0
shotgun,shofgen,7,0.2857
.,"""1",1,2.0
"""",peeersect,1,9.0
i,znel,1,4.0
paused,ivci,6,1.0
and,fchect,3,2.0
watched,my,7,1.0
my,,2,1.0
for,foc,3,0.3333
mr.,0,3,1.0
pell,/,4,1.0
and,.,3,1.0
his,pell,3,1.3333
bunch,ad,5,1.0
",",hs,1,2.0
"""",banch,1,5.0
observed,6/,8,1.0
"""",77,1,2.0
it,1,2,1.0
2jest,"z,ez",5,0.8
about,@so6/,5,0.8
leaves,keares,6,0.3333
everything,etey,10,0.7
wide,hnnj,4,1.0
open,nfde,4,1.0
after,a#lec,5,0.6
you,you,3,0.0
'd,0(,2,1.0
left,{eppl,4,1.0
the,zhe,3,0.3333
meeting,1€€,7,1.0
",",hna,1,3.0
mister,misle,6,0.3333
"""",,1,1.0
-,,1,1.0
i,,1,1.0
the,7,3,1.0
rest,he,4,0.75
of,resk,2,2.0
the,04,3,1.0
men,he,3,0.6667
there,rnletn,5,1.0
said,hhere,4,1.25
nothing,sce,7,1.0
but,n,3,1.0
right,tgk,5,0.8
2hyar,zhyar,5,0.2
",",/,1,1.0
nick,nick,4,0.0
",",",",1,0.0
"""",7,1,1.0
said,sae,4,0.5
the,lhe,3,0.3333
sodbuster,sod,9,0.6667
.,bustec,1,6.0
desperadoes,desperacoer,11,0.1818
like,cle,4,0.75
pell,pelf,4,0.25
and,znd,3,0.3333
fenton,fegfon,6,0.3333
and,7l70,3,1.3333
the,hhe,3,0.3333
digging,el_,7,1.0
for,"sij""g",3,1.6667
gold,for,4,0.75
but,sold,3,1.3333
were,buk,4,1.0
babes,wer€,5,1.0
in,ba5es,2,2.5
arms,117,4,1.0
when,/hex,4,0.5
it,1,2,1.0
came,cam€,4,0.25
to,to,2,0.0
dealing,oea/g,7,0.5714
with,rhb,4,1.0
owlhooters,owlhoolees,10,0.2
and,ane,3,0.3333
simple,vimp,6,0.5
men,ke,3,0.6667
who,1en,3,1.0
knew,who,4,1.0
a,knen,1,4.0
lot,ck,3,1.0
maybe,(6f,5,1.0
about,may62,5,1.0
you,vou,3,0.3333
could,coe,5,0.6
see,{e,3,0.6667
they,kce,4,0.75
were,#hey,4,1.0
hard,were,4,0.75
hit,har&t,3,1.0
.,"""'k.",1,3.0
they,they,4,0.0
were,we,4,0.5
rest,besk,4,0.5
.,.,1,0.0
"""",l,1,1.0
i,uess,1,4.0
guess,i€,5,1.0
we,ol,2,1.0
'd,be,2,1.0
better,#ec,6,0.8333
hold,h,4,0.75
onto,2,4,1.0
the,ld,3,1.0
gold,ont,4,0.75
and,eenc(,3,1.3333
got,(9sz,3,1.3333
away,alel,4,0.75
with,hb,4,1.0
it,72,2,1.0
.,,1,1.0
"""",,1,1.0
at,6/,2,1.0
gun,966,3,1.0
point,00/7k,5,1.0
either,3#hec,6,0.6667
.,they,1,4.0
they,ve,4,0.75
've,dlone,3,1.3333
done,7[,4,1.0
it,5,2,1.0
before,2,6,1.0
necks,neces,5,0.2
before,bepon,6,0.5
you,10a,3,1.0
can,(2z7,3,1.3333
say,say,3,0.0
',knt,1,3.0
knife,fe,5,0.6
',2z,1,2.0
.,bouleln,1,7.0
it,'[,2,1.0
wouldn't,,8,1.0
sure,5u/,4,0.75
asking,€,6,1.0
for,gbing,3,1.6667
trouble,fec,7,1.0
.,froeble,1,7.0
they,they,4,0.0
'll,i(,3,1.0
be,b2,2,0.5
on,0/7,2,1.5
your,lo&,4,0.75
"""","veah,",1,5.0
yeah,1,4,1.0
",",sue,1,3.0
"""",ddowct,1,6.0
said,debousk,4,1.75
dowd,.,4,1.0
dubiously,"""2ryebbe",9,1.0
.,we,1,2.0
"""",6,1,1.0
2mebbe,,6,1.0
we,,2,1.0
'd,,2,1.0
better,leve,6,0.6667
.,.,1,0.0
"""",jumpcising~,1,11.0
surprisingly,dar,12,0.9167
dan,aa,3,0.6667
maffrey,fey,7,0.5714
came,caa,4,0.5
in,€,2,1.0
at,7,2,1.0
be,he,2,0.5
the,he,3,0.3333
first,art,5,0.6
time,lme,4,0.5
they,hkey,4,0.5
've,'v2,3,0.3333
held,hele,4,0.25
up,up,2,0.0
a,4,1,1.0
diggings,2199'ng5,8,0.75
that,hna,4,0.75
point,€,5,1.0
.,ponzk.,1,5.0
"""",1,1,1.0
if,yoc,2,1.5
you,uo,3,0.6667
do,6,2,1.0
",",he,1,2.0
"""",scuel,1,5.0
he,10,2,1.0
said,vol,4,1.0
",",/,1,1.0
"""",be,1,2.0
you,,3,1.0
'll,,3,1.0
be,,2,1.0
said,5ed,4,0.75
dan,paer,3,1.0
.,l,1,1.0
"""",we,1,2.0
we,'{,2,1.0
'll,wakcz,3,1.6667
watch,ae,5,0.8
the,slage,3,1.3333
stage,ou,5,1.0
out,of,3,0.6667
of,rach,2,2.0
reach,.,5,1.0
.,,1,1.0
"""",,1,1.0
us,cts,2,1.0
and,cenct,3,1.3333
a,2,1,1.0
few,fen,3,0.3333
six-shooters,st+,12,0.8333
.,~,1,1.0
but,shoofers,3,2.6667
most,bzf,4,1.0
of,mosz,2,1.5
us,0/,2,1.0
2ain't,7,6,1.0
2eddicated,ai,10,0.9
in,y,2,1.0
shootin',zedel,8,1.0
.,<alec,1,5.0
it,/27,2,1.5
'd,5hoo;,2,2.5
be,lz,2,1.0
a,%,1,1.0
abide,251ce,5,0.8
by,by,2,0.0
what,wha,4,0.25
we,1€,2,1.0
said,sato,4,0.5
at,af,2,0.5
the,pkc,3,1.0
meeting,v7e2hngi,7,0.7143
",",,1,1.0
"""",,1,1.0
"""",1(,1,2.0
you,you,3,0.0
're,1,3,1.0
2durned,zdu-ned,7,0.2857
tootin',fooh;,7,0.7143
",",m!sfez-,1,7.0
mister,7,6,1.0
",",76,1,2.0
"""",5c/e,1,4.0
said,hhe,4,1.0
the,17c,3,1.0
man,h,3,1.0
called,calect,6,0.5
roper,rope,5,0.2
smith,5u,5,1.0
.,/,1,1.0
"""",70,1,2.0
we,we,2,0.0
've,ve,3,0.3333
got,c9ox,3,1.0
five,fie,4,0.25
rifles,hpkes,6,0.6667
among,2bo,5,0.8
2massacree,3masecree,10,0.3
",",7,1,1.0
2yessir,zyessif,7,0.2857
.,"""17p",1,4.0
"""",yo6,1,3.0
"""",'//,1,3.0
if,fa,2,1.0
you,ke,3,1.0
'll,er,3,1.0
take,chance,4,1.0
a,,1,1.0
chance,,6,1.0
on,02,2,1.0
getting,se-,7,0.8571
your,#rq,4,1.0
gold,yoct,4,0.75
to,90/,2,1.5
the,he,3,0.3333
bank,hie,4,1.0
",",ban,1,3.0
then,€,4,1.0
we,/,2,1.0
'll,fher,3,1.3333
three,khree,5,0.2
of,0f,2,0.5
them,lhen,4,0.5
",",lno,1,3.0
no,mof:,2,1.5
more,l,4,1.0
.,rckot,1,5.0
i,lv€,1,3.0
reckon,@n,6,0.8333
we,olee,2,1.5
can,{,3,1.0
deal,,4,1.0
handsome,handd,8,0.5
offer,sore,5,0.8
so,0,2,1.0
i,kfe^,1,4.0
chimed,so,6,1.0
in,chumed,2,3.0
too,167,3,1.0
.,koo,1,3.0
"""",.,1,1.0
that,tha/,4,0.25
with,wi#,4,0.5
them,lhem,4,0.25
all,all,3,0.0
right,tgh,5,0.6
.,},1,1.0
"""",,1,1.0
with,ii'hh,4,0.75
dan,dan,3,0.0
maffrey's,ala,9,0.8889
aim,#fiey,3,1.3333
to,5,2,1.0
avenge,c4,6,1.0
himself,fo,7,1.0
and,ad,3,0.3333
hold,hotet,4,0.75
up,8p,2,0.5
the,hhe,3,0.3333
stage,slege,5,0.4
",",7/,1,2.0
it,/i,2,1.0
'll,be,3,1.0
be,&,2,1.0
a,cocple,1,6.0
couple,0t,6,1.0
or,,2,1.0
goes,9ces,4,0.5
for,por,3,0.3333
me,m€,2,0.5
",",(,1,1.0
gentlemen,genhemee,9,0.3333
",",",",1,0.0
"""",1,1,1.0
i,sud,1,3.0
said,77,4,1.0
.,1,1,1.0
"""",phey,1,4.0
if,olo,2,1.5
they,4,4,1.0
do,,2,1.0
try,,3,1.0
on,067,2,1.5
the,hie,3,0.6667
fenton,7enfoe,6,0.5
bunch,bunck,5,0.2
but,benk,3,1.0
still,skii,5,0.6
it,ik,2,0.5
was,wg,3,0.6667
a,$,1,1.0
i,coc,1,3.0
couldn't,(cl,8,0.875
quite,96ih,5,0.8
see,fee,3,0.3333
how,how,3,0.0
all,al(,3,0.3333
this,fh$,4,0.75
fitted,ehect,6,1.0
in,in1,2,0.5
gay,74,3,1.0
",",mm,1,2.0
sitting,s,7,0.8571
opposite,opposk,8,0.375
gavin,cari,5,0.6
on,01,2,1.0
the,lbe,3,0.6667
terrace,kerae,7,0.4286
could,cewl{,5,0.6
to,k,2,1.0
do,co,2,0.5
that,aecl,4,1.0
.,oooen,1,5.0
"""","olraw,",1,6.0
gavin,&o/,5,1.0
drained,l,7,1.0
his,,3,1.0
glass,,5,1.0
hardly,randuy,6,0.5
believe,kskeie,7,0.7143
that,hli,4,0.75
she,~k,3,1.0
was,"wa,",3,0.3333
the,vs,3,1.0
same,qomc,4,0.75
girl,8ce,4,1.0
",",,1,1.0
and,gm1,3,1.0
refilled,aehlteet,8,0.75
it,1,2,1.0
.,,1,1.0
gavin,qrutn,5,0.8
raised,faiaeel,6,0.6667
his,lz,3,1.0
glass,466+-,5,1.0
to,k,2,1.0
her,ke,3,0.6667
and,owot,3,1.3333
smiled,am,6,0.8333
table,kalk,5,0.6
for,koh,3,0.6667
the,acl,3,1.0
first,lume,5,1.0
time,0,4,1.0
a,lw,1,2.0
few,doxr,3,1.3333
days,8q0,4,1.0
ago,,3,1.0
.,,1,1.0
and,bwol,3,1.3333
gay's,94,5,1.0
heart,iol,5,1.0
turned,hurnol,6,0.5
over,0ues,4,0.75
.,0'd,1,3.0
"""",lk,1,2.0
i,,1,1.0
'd,,2,1.0
like,,4,1.0
miserable,miobral&,9,0.4444
",",4l,1,2.0
shy,ala,3,1.0
",",kadl,1,4.0
who,7/2,3,1.0
had,~/,3,1.0
sat,h,3,1.0
at,ukie,2,2.0
the,,3,1.0
little,,6,1.0
who,inko,3,1.0
is,1,2,1.0
tough,tud,5,0.6
enough,encud,6,0.5
to,to,2,0.0
change,lode,6,0.8333
him,lu,3,1.0
.,,1,1.0
"""",,1,1.0
you,udou,3,0.6667
know,kiowu,4,0.5
",",(uucux,1,6.0
always,cud,6,1.0
",",dou,1,3.0
and,oveu'f,3,2.0
you,ilu_,3,1.0
aren't,typ,6,1.0
the,,3,1.0
type,,4,1.0
trust,vvust,5,0.4
him,kx,3,1.0
out,at,3,0.6667
of,&,2,1.0
your,ucuv,4,0.75
sight,fiql,5,0.8
and,aud,3,0.3333
having,kavwj,6,0.6667
to,tv,2,0.5
put,(ul,3,0.6667
on,,2,1.0
whenever,mheueleu^,8,0.625
he,l,2,1.0
flirts,{eb,6,1.0
with,wlk,4,0.75
another,ankket,7,0.5714
woman,uxvay,5,0.8
.,&,1,1.0
he,wil,2,1.5
will,,4,1.0
a,o,1,1.0
brave,ixvave,5,0.6
face,kate,4,0.5
and,gud,3,0.6667
pretend,pvelu_,7,0.7143
that,d,4,1.0
you,yct,3,0.6667
don't,vu,5,1.0
mind,doulfnd,4,1.25
hell,&q,4,1.0
.,.,1,0.0
"""",4dc,1,3.0
doc,gucueled,3,2.3333
answered,kr,8,0.875
for,kev.,3,1.3333
her,(asf,3,1.3333
.,ucd,1,3.0
"""",.,1,1.0
just,aecc,4,1.0
hell,cl,4,0.75
.,k,1,1.0
never,,5,1.0
able,,4,1.0
to,,2,1.0
be,ae,2,0.5
the,hhe,3,0.3333
same,tam<,4,0.5
",",7,1,1.0
if,4,2,1.0
you,4y,3,1.0
know,enetr,4,1.0
what,rkat,4,0.5
i,/,1,1.0
mean,mean,4,0.0
.,11,1,2.0
"""","""ou",1,2.0
"""",#un,1,3.0
you,,3,1.0
sound,,5,1.0
like,wke,4,0.5
alice,ulc,5,0.6
in,un,2,0.5
wonderland,"#uzrdohand,",10,0.8
",",16,1,2.0
"""",jec,1,3.0
doc,gelly,3,1.6667
gently,mcked,6,1.0
mocked,hut,6,1.0
her,end,3,1.0
",",,1,1.0
"""",,1,1.0
and,,3,1.0
i,im,1,1.0
'm,#cl,2,1.5
glad,you'f,4,1.25
you,kryune4,3,2.0
're,h,3,1.0
beginning,4ex,9,0.8889
to,hkal,2,2.0
see,_,3,1.0
that,'yoe',4,1.25
you,rvaahng,3,2.3333
're,,3,1.0
wasting,,7,1.0
now,ittu,3,1.3333
that,hak,4,0.5
i,|,1,1.0
do,d,2,0.5
realise,heale,7,0.4286
that,"mah,",4,1.0
",",7,1,1.0
and,ad,3,0.3333
in,&n,2,0.5
any,any,3,0.0
case,"cake,",4,0.5
",",#e,1,2.0
"""",added,1,5.0
she,,3,1.0
added,,5,1.0
a,a,1,0.0
little,luke,6,0.6667
sadly,dl,5,0.6
",",vadly,1,5.0
"""",1,1,1.0
if,((,2,1.0
i,"""1",1,2.0
did,(,3,1.0
change,dd,6,1.0
gavin,ehrar,5,1.0
",","gaven,",1,5.0
he,hx,2,0.5
wouldn't,tceeldrit,8,0.75
your,uorer,4,0.75
time,kunc,4,1.0
on,on,2,0.0
that,laak,4,0.75
chap,thp,4,0.5
.,,1,1.0
gay,yayndded,3,2.0
nodded,.,6,1.0
.,(1,1,2.0
"""",1,1,1.0
i,knorer,1,6.0
know,mhak,4,1.0
that,yyou',4,1.25
you,^,3,1.0
're,nak},3,1.3333
right,_,5,1.0
doc,[r,3,1.0
",",",",1,0.0
i,1,1,1.0
think,huk,5,0.6
i,('d,1,3.0
'd,marry,2,2.5
marry,you,5,1.0
you,"uyself""",3,2.0
myself,u,6,1.0
.,gay,1,3.0
"""",(aughecl,1,8.0
gay,",",3,1.0
laughed,doc,7,1.0
",",ca&,1,3.0
doc,,3,1.0
was,,3,1.0
as,a,2,0.5
it,te,2,1.0
obviously,abviously,9,0.1111
appeared,appearec,8,0.125
to,to,2,0.0
everyone,everyone,8,0.0
else,else,4,0.0
.,,1,1.0
long,oug,4,0.5
for,for,3,0.0
the,4ke,3,0.6667
right,rrqlt,5,0.6
man,ulau,3,1.0
for,fr,3,0.3333
you,yoc,3,0.3333
to,to,2,0.0
come,come,4,0.0
so,se,2,0.5
kind,lind,4,0.25
and,audl,3,0.6667
nice,nice,4,0.0
and,ano,3,0.3333
she,ghe,3,0.3333
hoped,hoped,5,0.0
that,tbat,4,0.25
one,one,3,0.0
now,now,3,0.0
let,(et,3,0.3333
him,him,3,0.0
go,92,2,1.0
and,and,3,0.0
you,you,3,0.0
won't,wont,5,0.2
have,have,4,0.0
to,o,2,0.5
wait,wcu,4,0.75
day,pay,3,0.3333
she,she,3,0.0
would,would,5,0.0
be,be,2,0.0
able,able,4,0.0
to,1o,2,0.5
see,see,3,0.0
the,ie,3,0.6667
situation,g1tuqtion,9,0.3333
along,along,5,0.0
.,if,1,2.0
if,wac,2,1.5
i,thidly,1,5.0
was,years,3,1.0
thirty,youngger,6,1.3333
years,ana,5,0.8
younger,werea',7,1.0
and,t,3,1.0
weren't,,7,1.0
married,married,7,0.0
to,to,2,0.0
the,the,3,0.0
sweetest,sweetest,8,0.0
wife,tuite,4,0.75
in,in,2,0.0
the,#o,3,1.0
world,wrld,5,0.2
"""",wade,1,4.0
i,#,1,1.0
made,iyrh4,4,1.25
it,m,2,1.0
myself,coy,6,1.0
",",tned,1,4.0
"""",to,1,2.0
gay,gpeal,3,1.0
tried,,5,1.0
to,,2,1.0
