index,ground_truth,ocr_output,cer
9502,"He told her nonchalantly , as he led the way to his","He told her nonchalantly , as he led the way to his",0.0
9503,"coming back from Barbados so soon . "" Beryl","coming back from Barbados 450soon . "" Beryl",0.0698
9504,"too . They 're both here . "" "" I didn't know she was","too . They're both here . "" "" I didn't know she was",0.0192
9505,""" I caught him just as he was going to the",""" I caught him just as he was going to the",0.0
9506,of fact I 'd asked him last night to deputise,of fact I'd asked him last night to depurise,0.0444
9507,said the first thing that came into her head .,said the first thing that came into her head .,0.0
9508,for me and fetch her . He brought her to the party,for me and fetch her . He brought her to the party,0.0
9509,"airport to meet Blanche , "" he said . "" As a matter","airport to meet Blanche , "" he said . "" As a matter",0.0
9510,north of the island .,north of the island .,0.0
9511,"poured cold water on the project . Everyone , he declared ,","porised cold water on the project . Everyone , he declared ,",0.0508
9512,"had had a thoroughly good time , and it would take them","had had a thoroughly good time , and it would take them",0.0
9513,nearly to next week to settle down again . Meanwhile,nearly to next week to settle down again . Meanwhile,0.0
9514,express their disgust at Sir John's abominable treatment,express their disgust of Sir John's abominable treatment,0.0357
9515,"of his guests . But Piers remained aloof , and when Beryl","of his guests . But Piers remained roof , and when Beryl",0.0351
9516,"suggested having a second party , the following week , he","suggested having a second party , the following week , he",0.0
9517,Hubert would have betaken himself and his well-,tutest would have be taken himself and his well-,0.0851
9518,"Jack and Blanche were quick to sympathise , and to","trade and Blanche were quick to sympathise , and to",0.08
9519,earned gratuity to his native village at the,"earned gratuity , the his native village at the",0.0909
9520,"with injustice and contempt , ignoring","with injustice and contempt , ignoring",0.0
9521,It was all over and done with .,It was all over and done with .,0.0
9522,"it go at that , but she resolved to have","it go at that , but she resolved to have",0.0
9523,ignorant child .,ignorant child .,0.0
9524,her explanations as though he were,her explanations as though he were,0.0
9525,For the time being Beryl was content to let,For the time being Bury ) was content to let,0.0698
9526,opportunity presented itself . He must,opportunity presented itself . He must,0.0
9527,it out with Piers when a reasonable,it out with Piers when a reasonably,0.0286
9528,learn that he could not treat her,learn that he could not treat her,0.0
9529,"a schoolmaster and she a small ,","a schoolmaster and she a small ,",0.0
9530,her great disappointment at being,her great disappointment at being,0.0
9531,them . But next morning she insisted,them . But next morning she insisted,0.0
9532,He gave her no chance of any private,He gave her no chance of any private,0.0
9533,"relations , and tell them of","relations , and the Bell them of",0.1429
9534,held up in Balicou .,help up in Balicon .,0.1
9535,"conversation that evening , for when","conversation that evening , for when",0.0
9536,"to find , if possible , Hubert and his","to find , if possible , Hubert and his",0.0
9537,"Blanche and Jack left , he went with","Blanche and Jack left , he went with",0.0
9538,on his taking her out in the jeep -,on his taking her out in the jeep-,0.0286
9539,"he asked , letting in the clutch . "" No ; I want","he asked , letting in the clutch . "" No ; I want",0.0
9540,"beside him . "" Is that all you want to do ? ""","beside him . "" Is that all you want to do ? """,0.0
9541,to make you understand just what happened,to make you understand just what happened,0.0
9542,"coldly . "" I 'm a little tired of being treated","coldly . "" I'm a little tired of being treated",0.0213
9543,"about this Balicou trip , "" she returned","about this Balicou trip , "" she returned",0.0
9544,"With an air of resignation he sent Judy , his","With an air of resignation he sent Judy , his",0.0
9545,"like an ineffective imbecile . ""","like an ineffective impeccile . """,0.0625
9546,"Boxer , to the back , and made room for her","Boxer , to the back , and made room for her",0.0
9547,"to make the presentation , I run the damned","to make the presentation , I run the damned",0.0
9548,"to account for my manners , "" he retorted .","to account for my manners , "" he retorted .",0.0
9549,""" And I 'm heartily sick of being constantly called",""" and I'm heartily side of being constantly called",0.0784
9550,sugary things you ought to have been there,sugary things you ought to have been there,0.0
9551,you the best way I can by getting hold of Jack,you the best way I can by getting hold of Jack,0.0
9552,"fault . ""","fault . """,0.0
9553,""" What have I done wrong now ? I cover up for",""" What have I done wrong now ? I cover up for",0.0
9554,party to the best of my ability - saying the,party to the best of my ability - saying the,0.0
9555,to say - and all you can do is to find,to say-and all you can do is to find #,0.1053
9556,""" It 's your superior attitude that riles me . "" Beryl was",""" It's your superior attitude that rifles me . "" Beryl was",0.0345
9557,at Balicou doesn't interest you in the faintest degree . You,at Radical doesn't interest you in the faintest degree . You got,0.1333
9558,as though I didn't care a hoot about letting Hubert,as though I didn't care a host about betting Hubert,0.0392
9559,"scarlet with annoyance . "" How I happened to be marooned","scarket with annoyance . "" How I happened to be unroomed",0.0714
9560,"and his pals down . ""","and his pals down . """,0.0
9561,"look as though it was only what you expected of me ,","look as though it was only what you expected of me ,",0.0
9562,""" Oh , drop that nonsense , Piers !",""" Oh , drop that nonsense , Piers !",0.0
9563,to understand all the whys and,to understand all the whys and,0.0
9564,"wherefores of your actions , "" he said","wherefores of your actions , "" he said",0.0
9565,"stiffly . "" Still less to criticise you . ""","stiffly . "" Still less to criticise you . """,0.0
9566,path fringed and shaded by citrus trees .,path fringed and shaded by citrus trees .,0.0
9567,brought the jeep to a standstill in a rough,brought the jeep to a standstill in a rough,0.0
9568,""" If you want my true opinion I 'll give it .",""" If you want my true opinion I'll give it .",0.0222
9569,""" As your employee it 's not my business",As your employee it's not my business,0.075
9570,"Be yourself , "" she exclaimed , with","Be yourself , "" she explained , with",0.0556
9571,"mounting exasperation . "" Very well ! "" He","mounting exasperation . "" Very well ? "" He",0.0238
9572,"the matter because , very naturally , you were","the matter because , very naturally , you were",0.0
9573,"sake show a glimmer of reason , "" was his","sake show a glimmer of reason , "" was his",0.0
9574,You made some sort of a protest to Graybury .,You made some sort of a protest to Graybury .,0.0
9575,equally indignant rejoinder .,equally indignant rejoinder .,0.0
9576,I 'll give you credit for that . But you didn't press,I'll give you credit for that . But you didn't press,0.0189
9577,"idyllic surroundings . "" "" How dare you say","idyllic surroundings . "" "" How dare you say",0.0
9578,thoroughly enjoying Forrest's company in,thoroughly enjoying Forrest's company in,0.0
9579,"such a thing ? "" she blazed . "" For goodness'","such a thing ? "" she played . "" For goodness """,0.0889
9580,"from him to fondle Judy , who , sensing something","from him to handle Judy , who , sensing something",0.0408
9581,"amiss , was nudging her in the endeavour to","amiss , was mudging for in the endeavour to",0.0698
9582,""" I know . Absurd as it may seem , I didn't want",""" I know . Absurd as it may seem , I didn't want",0.0
9583,have had it in for Guy .,seeve had sit in for Guy .,0.1667
9584,if I had absolutely insisted on sailing at the,if I had absolutely insisted on sailing at the,0.0
9585,"gain her attention . "" The truth is that","gain her attention . "" The truth is that",0.0
9586,"you to think badly of me . "" She turned away","You do think badly of me . "" She seemed away",0.1364
9587,"time originally arranged , Sir John would","time originally arranged , Sir John would",0.0
9588,on Guy's part that we missed seeing the,on Guy's part that are missed seeing the,0.0513
9589,"You see , it was , apparently , through a mistake","You see , it was , apparently , through a mistake",0.0
9590,hardly have spoken with more contempt .,hardly have spoken with more contempt .,0.0
9591,"dares to stand up to him . ""","clores to stand up to him . """,0.1071
9592,""" What harm could possibly have come to Forrest",""" What harm could possibly have come to Forrest",0.0
9593,"flamingoes our first morning on the island . ""","fhemingoes our first morning on the island . """,0.0435
9594,"through Sir John's nonsense ? "" Piers could","through Sir John's nonsense ? "" Dies could",0.0465
9595,A bully like that respects anyone who,A bully like that respects anyone who,0.0
9596,trying to say that Hewson would victimise,trying to say that Houston would victimise,0.0732
9597,precisely the remark she had made to Guy .,precisely the remark she had made to buy .,0.0238
9598,"important customers . "" "" So what ? You 're not","important customers . "" So cost ? You're not",0.1277
9599,Graybury is one of Mr. Hewson's most,breybury is one of Mr. Hewson's most,0.0556
9600,Forrest for behaving with ordinary moral,Forest for behaving with ordinary moral,0.025
9601,courage !,Cotesque !,0.6667
9602,island I needn't tell you that Sir John,island I needs't tell you that Sir John,0.0256
9603,Beryl tried to suppress the thought that this was,Beryl tried to suppress the thought that this was,0.0
9604,"She said icily , "" As you pride yourself on","She said icily , ' As you pride yourself on",0.0233
9605,your knowledge of all the affairs of the,your knowledge of all the affairs of the,0.0
9606,""" What they can bring off ! I 'll admit that .",""" What they can bring off . I'll couldn't that .",0.1739
9607,between what a senior and a junior,between what a senior and a junior,0.0
9608,himself and his business to an unmention-,himself and big business to an connection-,0.1463
9609,He 's quite capable of telling Sir John to take,He's quite capable of telling Sir John to take,0.0213
9610,"partner can do , "" was her quick reply .","partner can do , "" was her quick reply .",0.0
9611,"able destination . "" "" There 's a difference","able destination . "" "" There's a difference",0.0227
9612,But Forrest might at least have tried . He 's,Nat Forrest might at least have hired . He's,0.1333
9613,"pretty spineless ! ""","pretty spine loss ! """,0.1
9614,"with Sir John ? "" she enquired cuttingly .","with Sir. John ? "" she enquised cuttingly .",0.0476
9615,I doubt it . He 's about as easy to push around,I doubt it . He's about as easy to push concerned,0.1702
9616,an attempt to show my lady-love that I,an attempt to show my lady-love that I,0.0
9617,"at that , but went on airily , "" I 'd have made","at that , but went on coirily , "" I'd have made",0.0638
9618,""" For all your good opinion of yourself ,",""" For all your good opinion of yourself ,",0.0
9619,put her interests before my own .,put her interests before my own .,0.0
9620,"as - as a grounded whale ! "" He had to smile","as - as a grounded work ! "" He had to settle",0.1591
9621,""" You think you could have carried more weight",""" You think you could have carried more weight",0.0
9622,that her failure to appear at a function,that her failure to appear at a function,0.0
9623,"man was , she thought impatiently ,","man was , she thought impatantly ,",0.0571
9624,"and warm sympathy , as she explained","and warm sympathy , as she explained",0.0
9625,to have been guests at yesterday's,to have been guests at yesterday's,0.0
9626,on the estate was a major error :,on the estate was a major error :,0.0
9627,"how she had come to miss the party ,","how she had come to miss the party ,",0.0
9628,made her send a complacent glance,made her send a complacent glance,0.0
9629,"celebrations , and their friendly welcome","celebrations , and their friendly welcome",0.0
9630,Their air of smiling somnolence showed them,Their air of smiling somewhere showed them,0.1163
9631,in Piers' direction . What a fuss-box the,in Peers' direction . What a fuss-box the,0.0244
9632,trying to worry her into the belief,trying to worry her into the belief,0.0
9633,"toothless mouth stretched in a wide grin , told her","toothless mouth stretched in a wide gain , told her",0.0196
9634,at the Villa in time .,the Villa in time .,0.1364
9635,"beside her , his battered hat in his hand , his","beside her , his battered hat in his hand , his",0.0
9636,"would be 3"" plenty , plenty sad "" not to be back","would be 3"" plenty , plenty sad "" not to be back at",0.0625
9637,"explained right at the start that "" 3Mis' Beryl ""","explained sight at the start that "" 3 his ' Beryl """,0.0816
9638,"in halting 6patois that "" 3Mistah Piers "" had","in halting 6patois that "" 3Mistah Piers "" had",0.0
9639,"And then she received a jolt . Old Hubert , standing","and then she received a jalt . Old Hubert , standing",0.0385
9640,"could see 3anudder 3t'ing , "" he went on in a","could see 3amuder 3t'ing , ' he went on in a",0.0667
9641,"to all kin' o' boats , wid d'ose big , big","to all # of Scots , will close big , big",0.2857
9642,We all know how Balicou Island dangerous,We all know how Balicou Island dangerous,0.0
9643,"lower voice , his sunken black eyes twinkling .","lower voice , his sister black eyes twinkling .",0.0851
9644,That it wouldn't be her fault at all . That,That it wouldn't be her fault at all . That,0.0
9645,"took the highest pride in keeping her word . "" I","touch the highest pride in keeping her word . "" I",0.0625
9646,"she was a lady who , like her Uncle Charles ,","she was a lady who , like her Uncle Charlie ,",0.0444
9647,"3"" He powerful anxious , poor Mistah Piers .","3"" He powerful anxious , your Nistah Press .",0.1136
9648,rocks in an' out o' de water .,posts in an out of the water .,0.2333
9649,habit .,habits .,0.1429
9650,"day . Though he did not refuse wine , which the","day . Though he did not refuse wine , which the",0.0
9651,did not act as though he found it necessary,did not act as though her founder it necessary,0.0698
9652,except in moderate compliance with his father's,except in moderate compliance with his father's,0.0
9653,"ways , even to reading law about two hours each","ways , even to reading law about two hours each",0.0
9654,"judge always had on the table at dinner , he","judge always had on the table at dinner , he",0.0
9655,He had almost entirely settled back into his old,He had almost entirely settled back into his old,0.0
9656,against them with the lift of the next wave .,against them with the lift of the next were,0.0889
9657,"of a mile and a half , came the yawl under her full","of a suite and a half , came the jewel under her full",0.1176
9658,Around that rounded rocky promontory where the,Around that rounded rocky promontory where the,0.0
9659,"triangular sail , and to the judge's frightened eyes , so","triangular sail , and to the judge's frightened eyes , so",0.0
9660,close to the rocks that it would be dashed,close to the rocks that it would be dashed,0.0
9661,white spray could be seen flying across the distance,white spray could be seen flying across the distance,0.0
9662,with part of that howling northwest gale .,with part of that howling northwest sale .,0.0238
9663,What does time mean when weighed against the life of,What door time mean when weighed against the life of,0.0385
9664,""" That boy ! That damned fool boy ! What does he mean",That boy ! That damned fool boy ! What does he mean,0.0377
9665,"two human beings ? "" Not until he was certain that the","two human beeings ? "" Not until her war certain that the",0.0556
9666,"by trying to come home now , even if he did promise ?","by trying to come home now , even if he did promise ?",0.0
9667,empty his lungs of stifling air and refill them,empty his wings of stiffling air and refill them,0.0638
9668,being flung against the huge boulders did the judge,being funny against the huge boulders did the judge,0.0588
9669,yawl had rounded the rocky point instead of,yawl had rounded the rocky point instead of,0.0
9670,yawl recover .,your recover .,0.2143
9671,"weather side of that pier ! He 'll wreck ! ""","weather side of that pier ! He'll check ! """,0.0682
9672,black eyes showing any emotion . With a,black eyes showing any emotion . With a,0.0
9673,"stay rope fastened , Bill made the","Stay rope fastened , bill made the",0.0588
9674,"Willie Kim was speechless , only his slant","killie Kim was speedness , only his stout",0.1667
9675,""" My God ! "" the judge cried out . "" The boy",""" My bad ! "" the judge cried out . "" The boy",0.0455
9676,is going to try to make a landing on the,is going to try to make a landing on the,0.0
9677,"quick shift of tiller , and at the same time","quick shift of tiker , and at the same time",0.0455
9678,jibbing the boom to which he had the,jibbing the boom to which he had the,0.0
9679,"corner of the pier by inches , and","corner of the pier by inches , and",0.0
9680,It seemed to the frightened judge,It seemed to the frightened judge,0.0
9681,same time dropping the small sheet,same time dropping the small sheet,0.0
9682,"of wet canvas , Bill cleared the","of wet canvas , Bill cleared the",0.0
9683,"with the tiller still hard over , brought","with the killer still hard over , brought",0.0244
9684,the tiller hard over and at the,the titles hard over and at the,0.0645
9685,as though his son would actually,as though his son would actually,0.0
9686,shoot the craft in under the outer,shoot the craft in under the outer,0.0
9687,end of the wharf . But by pressing,end of the wharf . But by pressing,0.0
9688,the yawl up against the waves,the yawl up against the waves,0.0
9689,"everything , when he wants to . ""","everything , when he wants to ,",0.0909
9690,"that were a little unsteady , they","that were a little uniteady , they",0.0294
9691,"He plenty smart though . "" As they","He plenty smart thought . "" As they",0.0294
9692,"reached the pier , the judge on legs","reached the pier , the judge our legs",0.0556
9693,hip as I ever saw . That boy of,hip as Jever van . That boy of,0.129
9694,""" that was as pretty a piece of seamans-",""" that has as pretty a piece of seasmann-",0.075
9695,play in damn fine luck this time .,play in discuss fine luck this time .,0.1765
9696,"pier , leading the yawl toward","pier , leading they yawl toward",0.0333
9697,""" 3Naw , "" disputed Willie . 3"" Just","3 Now , "" dissipated Willie , 3 "" Just",0.2222
9698,""" Willie , "" the judge said huskily ,",""" Willie , "" the judge said herrily ,",0.0811
9699,"found Bueno Buck , now on the","found Bueno Buck , now on the",0.0
9700,mine seems to know how to do,mise seems to know how to do,0.0357
9701,""" Hello , Dad ! "" Bill called . "" I hope you","' Hello , Dad ! "" Bill called . "" I hope you",0.0227
9702,water in her . I wouldn't be,water in her . Shouldn't be,0.1071
9703,drag the boat ashore and turn,drop the boat ashore and turn,0.069
9704,speed records on the way in .,speed records on the way in,0.069
9705,surprised if we broke all,surprised if we broke all,0.0
9706,"Yes sir , I am slightly wet , and","Yes sir , I am slightly wet , and",0.0
9707,weren't worried . We 're going to,recent wounded . We're going to,0.2121
9708,"had more clothes on . """,had more clothes on . ',0.0435
9709,Buck would be wetter if he,Suck would be better if he,0.0769
9710,her over . She has a foot of,her over . She has a foot of,0.0
9711,"inches . Maybe big one four feet ,","inches . Maybe big one four feet ,",0.0
9712,"man at catch 'em than Injun , Judge .","man at catch 'em than Injun , Judge .",0.0
9713,dragged out but before it was turned,dragged out but before it was turned,0.0
9714,"pushing at the stern , the yawl was soon","pushing at the stern , the yawl was soon",0.0
9715,over Bueno Buck reached into the foot,over Bueno Buck reached into the foot,0.0
9716,"huh ? ""","huh ? """,0.0
9717,You look . Little one more as fifteen,You look . Little one more as fifteen,0.0
9718,"of water , tossed out a string of silvery","of water , tossed out a string of silvery",0.0
9719,With four doing the job and the waves,With four doing the jobs and the waves,0.027
9720,"lake trout and said - 3"" Bill , he 's better","lake trout and said - 3"" Bill , he's better",0.0227
9721,few moments later the yawl was upside,few moments later the youth was upside,0.1081
9722,"exclaimed the judge . "" Toss them on the grass","exclaimed the judge . "" Toss them on the gram",0.0435
9723,"down , exposing its shallow keel .","down , exposing its shallow keel .",0.0
9724,""" By George , that is a beautiful string of fish ! ""","By George , that is a beautiful stage of fish . '",0.1538
9725,"and then we 'll all get hold and heave . "" A","and then we'll all get hold and leave . "" A",0.0455
9726,"with tears . "" It 's so unfair , "" she said .","with tears . "" It's so unfair , "" she said .",0.0222
9727,"Bertram's face was grim . "" You think it was the Snort ,","Bertram's face was grim . "" You think it was the Snort ,",0.0
9728,"don't you ? "" John gave a short laugh . "" I did , "" he","don't you ? "" John gave a short laugh . "" I did , "" he",0.0
9729,"said ; "" but I 'd better stop thinking that now .","said ; "" but I'd better stop thinking that now .",0.0204
9730,"Pericles is fitted with an identically similar one . ""","Periclep is fitting with an identically similar one . """,0.0741
9731,""" So there you are , my dear . "" Peggy 's eyes filled",""" So there you are , my dear . "" Peggy's eyes filled",0.0189
9732,in sharing his discomfort with Peggy .,in sharing his discom for twilt Peggy . ',0.1842
9733,sick . Just because he 's an Honourable he can do,sick . Just because he's an Honourable he can do,0.0204
9734,""" That little beast Robbie Munyard spent six",""" That little beast Robbie Munyard spent six",0.0
9735,"him ? "" John didn't answer . There was no point","film ? "" John didn't answer . There was no point",0.0426
9736,"what he likes . Anyway , why pick on you to succeed","what he like . Anyway , why pick on you to succeed",0.0196
9737,dockyard and now that she 's ready for sea he goes,dockeyard and now that she's ready for sea he goofy,0.1
9738,months ashore while Pericles was refitting in the,months ashore while Pericle was refitating in the,0.0408
9739,bombs during the last war . Having deposited his,lombs during the last war . Having deposited his,0.0208
9740,went in search of a drink . The lower bar was,went in search of a drink . The lower bar was,0.0
9741,"empty , save for the lady known by all habitue","empty , save for the lady known by all habitue",0.0
9742,"interest to The George , unhappily destroyed by German","interest to the George , unhappily destroyed by German",0.0185
9743,baggage and unpacked his overnight-bag he,baggage and unpacked his overnight-bag he,0.0
9744,"So he put up for the night at The Admiral's Head , that","So he put up for the right at The Admiral's Head , that",0.0182
9745,"famous Portsmouth hostelry , second only in historic","famous Portsmouth history , second only in historic",0.0577
9746,man who was staring moodily into a gin,man who was storing moodily into a gin,0.0263
9747,"*?2s as ' Seaweed ' , and a youngish , sharp-eyed","t ? Is as "" Seasured ' , and a youngster , sharp-eyed",0.2449
9748,and tonic .,and panic .,0.1818
9749,"of the hotel . She greeted John , however , with less","of the hotel . She greeted John , however , with less",0.0
9750,than her usual cordiality and flashed a warning,than her usual cordiality and flashed a warning,0.0
9751,"memory was good , so was this stranger's .","money was good , so was this stronger's",0.1667
9752,of the bar was not 6persona grata . If her,of the bar was not 6 persons grata . If her,0.0476
9753,Seaweed's memory was prodigious ; her manner,Seasured's memory was prestigious ; her manner,0.1364
9754,""" You 're Commander Winter , "" he said . "" Have a",""" You're Commander Winter , "" he said . "" I have a",0.0816
9755,must have been worth a great deal to the proprietors,must have been worth a great deal to the propriators,0.0192
9756,glance at him . Evidently the other occupant,glance at him . Evidently the other occupant,0.0
9757,"gin ? "" He turned to Seaweed -","gin ? "" He turned to Seaweed -",0.0
9758,"Youngest D.S.C. in the war , what ? Crawled","Youngest D.S.C. in the war , what ? Crancled",0.0465
9759,what ! ' - as the Guards officer said on his return,"what ! "" as the Guards officer said on his return",0.0588
9760,"from a visit to the Royal Navy . Submarines , what .","from a visit to the Royal Navy . Submarines , what",0.0385
9761,bomb . Should have been a V.C.,bomb . Should have been a V.C.,0.0
9762,"habits . ' Drink gin and call each other wallahs ,","habits . "" Drink pin and call each other wallahs ,",0.04
9763,""" Make it a large one , darling . I know the naval","Make it a large one , darling . I know the naval",0.04
9764,inside a submarine casing to defuse a Jerry,inside a submarine casing to defuse a Jerry,0.0
9765,inherited desire to snub the man . If he did he,inherited desire to smile the man . If he did he,0.0851
9766,"came to the rescue . "" You haven't introduced","came to the rescue . "" You haven't introduced",0.0
9767,"obviously thirsty . "" John fought back his","alviously thirsty . "" John fought back his",0.0476
9768,the lounge or return to his bedroom .,the lounge or return to his bed room .,0.027
9769,Seaweed sensed his embarrassment and,Seamed sensed his embarrassment and,0.0556
9770,would have to leave the bar and either sit in,would have to leave the bar and either sit in,0.0
9771,"What are you waiting for , darling ? The officer is","Whatever you waiting for , darling ? The officer is",0.0784
9772,"yourself , "" she said with mock severity .","yourself , "" she said with mode severity .",0.0476
9773,was . I 'm Ian Bawley . Does that mean anything,was . I'm Ian Fawley . Does that mean anything,0.0426
9774,"fault entirely , "" said the stranger . "" It 's my conceited","fault entirely , "" said the stranger . "" It's my concealed",0.0508
9775,in the Daily Courier .,in the Daily Courier .,0.0
9776,"to you ? "" It did . Ian Bawley's name was","Aoyau ? "" It did . Jan. Bawley's name was",0.122
9777,"strangers - that 's right , John , isn't it ? "" "" My","strangers-that's right - John , isn't it ? "" "" My",0.0769
9778,printed at the head of most naval articles,printed at the head of most naval articles,0.0
9779,""" It 's a rule on these premises . No treating with",It's a rule on these premises . No trealing with,0.0784
9780,nature - I assumed that you both knew who I,nature - I announced that you both Fenauer who I,0.2326
9781,"otherwise than take it . "" Pleased to meet you ,","otherwise than take it . "" Pleased to meet you ,",0.0
9782,"Commander , "" he said . "" Now what about that","Commander , "" he said . "" Now what about that",0.0
9783,"drink ? "" John nodded - he could afford to buy","drink ? "" John nodded - he could afford to buy",0.0
9784,one in return and he was lonely .,one in return and he was lonely .,0.0
9785,He held out his hand and John could not do,He held out his hand and John could not do,0.0
9786,"Bawley ? "" "" A pressman is always on the job . ""","Bawley ? "" "" A pressman is always on the job . """,0.0
9787,""" Oh , the Press , "" said Seaweed . "" Down here on business , Mr.",""" Oh , the Press , "" said Benneod . "" Down here on business , Mr.",0.0615
9788,"absolutely right , "" said Bawley , as he pushed over","absolutely right . "" said Bawley , as he pushed over",0.0192
9789,a Lieutenant-Commander . Perhaps we could,A Lieutenant-Commander . Perhaps we could,0.0244
9790,please don't address me as Commander . I 'm,please don't address me as Commander . I'm,0.0233
9791,all else . We pride ourselves about accuracy on,all else . We pride ourselves about accuracy on,0.0
9792,"his glass . "" Fill it up , darling . Accuracy above","his glass . "" Fill it up , darling . Accuracy above",0.0
9793,"drop the rank - such a mouthful ! "" "" You 're","drop the rank to such a monthful ! "" "" You're",0.0889
9794,""" For the sake of accuracy , "" he said , "" and I",""" For the sake of accuracy , "" he said , "" and I know",0.1042
9795,know how you newspaper people value that commodity ! -,hour you newspaper value that commodity ! -,0.2593
9796,the Courier .,the Courier .,0.0
9797,Ever known us bowl a wide about your Service ?,Ever known us bowl a wide about your Service ?,0.0
9798,"Somewhat embarrassing , what ? "" "" How can the","Somewhat embarrassing , what ? "" "" How can the",0.0
9799,"gin with relish . It was his favourite brand ,","gin with rubbish . He was his favourite brand ,",0.1087
9800,"his career , and his companion's attitude was","his career , and his companions attitude was",0.0222
9801,Check and counter-check - nothing but the truth .,check and court-check - nothing but the truth .,0.0816
9802,"truth be embarrassing ? "" John sipped his double","truth be embarrassing . "" John signed his double",0.0625
9803,challenging .,challenging .,0.0
9804,he was on the verge of a new chapter in,he was on the verge of a new chapter in,0.0
9805,Life at home and in Bath had been a,Life at home and in Bath had been a,0.0
9806,"Bawley . "" The truth is usually very embarra-","Bawley . "" The truth is usually very emborra-",0.0222
9807,He 'd never before met a pressman and,He'd never before met a pressman and,0.027
9808,"found him curiously stimulating . "" You 're a","found him curiously stimulating . "" You're a",0.0222
9809,trifle too comfortable and humdrum .,trifle too comfortable and human .,0.1111
9810,said John .,said John .,0.0
9811,""" You know a great deal about me , """,""" You know a great deal about me . """,0.0278
9812,"bit of a humorist , aren't you ? "" said","bit of a humorist , aren't you ? "" said",0.0
9813,"ssing . You 're in submarines , aren't you ? ""","ssing . You're in submarines , aren't you ? """,0.0217
9814,""" It 's my business . I 'll tell you more . You 're",' It's my business . Jill tell you more . You're,0.1176
9815,"right ? "" "" Who told you ? "" "" Little bird .","right ? "" "" Who told you ? "" "" Little bird .",0.0
9816,going to take over command of Pericles . Am I,going to take over command of Pericles . Am I,0.0
9817,"Other half ? "" John nodded . "" On me . "" Bawley","Other half ? "" John nodded . "" On me . "" Bawley",0.0
9818,"'em up , darling ! ""","em up , darling ! """,0.05
9819,"shook his head . "" All paid for by His Lordship , ""","shooke his hand . "" All paid for by His Lordship . """,0.0784
9820,man with a couple of kids . Can't go wasting,man with a couple of fields . Can't go wasting,0.0682
9821,"he said . "" Expense account . You 're a married","he said . "" Expense account . You're a married",0.0213
9822,your substance on a complete stranger . Set,your substance on a complete stranger . Set,0.0
9823,"why should you ? "" "" I see . "" John took the","why should you ? "" "" I see . "" John took the",0.0
9824,"companion . "" You want me to talk , is that it ? ""","companion . "" You want me to talk , is that it ? """,0.0
9825,"John flushed . "" I 'm not in need of charity . "" "" Come","John flushed . ' I'm not in need of charity . "" Come",0.0727
9826,"off it , "" said Bawley . "" The proprietor of the Daily","off it : "" said Bawley . "" The proprietor of the Daily",0.0185
9827,refilled glass and looked over the rim at his,refilled glass and looked over the rim at his,0.0
9828,"Courier knows what 's going on . If he doesn't mind ,","Counier knows what's going on . If he doesn't mind ,",0.0377
9829,"in the shiny papers ? """,in the shiny papers ?,0.087
9830,"of course . "" "" On one condition , "" said John .","of course . "" "" On one condition , "" said John",0.0417
9831,"nothing to tell me , yet . But we 'll be meeting","nothing to tell me , yet . But we'll be meeting",0.0208
9832,""" Tell me who the little bird was . "" "" Can't",""" Fell me who the little bird was . "" "" Can't",0.0222
9833,"have dinner with me ? On His Lordship ,","have dinner with me . On this Lordship ,",0.0769
9834,"again , no doubt , and then you will have .","again the doubt , and then you will have",0.1395
9835,""" You misjudge me , "" said Bawley . "" You have",""" You missridge me , "" said Bawly . "" You have",0.087
9836,"Regard this as a softening-up process , and",yard this as a softening-up process and,0.1163
9837,you guess ? Whose portrait appears regularly,you guess ? Whose portrait appears regularly,0.0
9838,""" Robbie "" and friend ' , what ? You know the",""" Robbie "" and friend , ' what ? You know that",0.0889
9839,"Service matters . """,Service matters .,0.1053
9840,"said John , "" but you can pay for my drinks","said John , ' but you can pay for my drinks",0.0233
9841,"contact , is our Robbie ; he gives us the gen and","contact , is our Robbie ; he gives us the gun and",0.0204
9842,"if you want to , as long as you keep off","If you want to , as lay as you keep off",0.1
9843,""" You mean Munyard ? "" "" Sure . Very useful","You mean Munyard ? "" "" Sure . Very useful",0.0465
9844,"sort of thing . "" "" You 'll get nothing out of me , ""","sort of thing . "" "" You'll get nothing out of me . """,0.0377
9845,we give him the publicity . ' The Honourable,we gave him the publicity . ' The Honenrable,0.0682
9846,""" Good-oh ! One for the grill-room , darling , and","' Good-ch ! One for the guilt-room , darling , and",0.08
9847,disposed towards each other .,disposed towards one another .,0.2069
9848,"tell George to bring in the 6carte du jour . ""","tell George to bring in the bearte du jour . """,0.0435
9849,Bawley was a man of his word . He kept,Bawley was a man of his word . He kept,0.0
9850,passed all too quickly . As they parted in,passed all too quickly . As they parted in,0.0
9851,host and a splendid raconteur . The evening,host and a splendid raconteur . The evening,0.0
9852,the vestibule the two men were well,"the reshimble , the two men were well",0.1714
9853,"away from Service matters , was an excellent","away from Service matters , was an excellent",0.0
9854,lets me off the chain I 'll take you,lets me off the chain ( U take you,0.1111
9855,John took it and put it in his pocket .,John took it and put it in his pocket .,0.0
9856,"of the work is done . "" He held out a card .","of the warh is done . "" He held out a card .",0.0455
9857,give me a ring at this number and I 'll,give me a ring at this number and I'll,0.0256
9858,""" You should . Next time you 're in Town",""" You should . Next time you're in Town",0.025
