index,ground_truth,ocr_output,cer
7443,"of amusement in his own eyes , however , he took","| Umysemint ln WS OW byts, newever, he teh",0.4375
7444,"your ring back . "" She loosened the half-hoop of",your iy back. = Sms oo eue fe yay - heap of,0.3958
7445,diamonds on her left hand third finger and held it,Mamouas ou bear yf hava = fhird fryer aud veld if,0.42
7446,told her .,Lola Wr.,0.5
7447,"out to him , still playfully . Without a glimmer",Qube 0 Um Shi pry pully wintut a (jummer,0.5417
7448,"If it is - "" she laughed uncertainly - "" you can have",4 it is - She eae Uncerlainly - you (au Ave,0.3396
7449,doctor would be free during the day ; tea was served,doctov weuld bw (ree pinche frre dag 7 fea was Sev ved,0.3654
7450,from four until five-thirty in the residents' common-,"row fou uw | five ~turt, in fle nes\dents’ COMMON",0.4528
7451,"she was convinced , or he would have granted her small request",cle Was CouvincerA 0° deule have atemrted baw Srna li report,0.5161
7452,"Something had cropped up which required Nigel's attention ,",coat ace coopped up whiAr epee Mel's a Horton.,0.4915
7453,"room , which proved the elasticity of medical commitments .","foom, War proved the eas Ni dy of wedical tom jtw .",0.3729
7454,Diana was trailing up the gravelled drive to the hospital,Dun aes trailing Up the qrau Med dvive d He Lissette |,0.4211
7455,to be met at the gates .,bo bee wot af the ae,0.4167
7456,alone . Of course one couldn't say for certain when a,alone . Of Gouvse ore couldu't say for covtiin wher a,0.1509
7457,Thus had they parted the previous evening and now,Jhusg had they Pavied tlhe previous evening eich wie.,0.2857
7458,"assuredness "" Bella Bella Marie "" ( Parlophone ) , a lively song that changes tempo mid-way .","xssuredness ""Bella Bella Narie” ( Rarlophone ), a lively song that chonge tempo mid-way.",0.1075
7459,"I don't think he will storm the charts with this one , but it 's a good start .",} dont thinu he will Storm the charts with this one oat iW a good Sart.,0.1899
7460,"CHRIS CHARLES , 39 , who lives in Stockton-on-Tees , is an accountant .","CHRIS CHARLES, 33, who lives in Stocuton-on ~ Tees isan accountant.",0.1549
7461,Become a success with a disc and hey presto ! You 're a star ... . Rolly sings with,Become o success with a dise and hey presto You're a star... Rolly Sings wl Lh,0.1446
7462,"Tolch , as he is known in Tin Pan Alley , likes songs with a month in the title . He wrote","lolch , as he is unown in Tin Pan Alley, lines songs with a month in the tile, He wrobe",0.0889
7463,""" My September Love , "" the big David Whitfield hit of 1956 .","yKy Sep temoty love”, Lhe big David whilgieid htop 1956.",0.3279
7464,He is also a director of a couple of garages . And he finds time as well to be a lyric,He is also a director of a couple of garages. And he ginds time as well bo bea lyric,0.0465
7465,"writer . He writes with Tolchard Evans , composer of "" Lady of Spain "" and other big hits .","writer. He wrikes with Tolchard Evans, COMPOSE FOF i Lady of Spain’ and olher big hits.",0.2088
7466,"The numbers include "" Scotland the Brave , "" "" Men of Harlech , """,he yumb ers Hye du ole “etbadl Lhe Brave” “Mey of Har leh”,0.4923
7467,"Fay Compton stars in "" No Hiding Place "" (I T V , 9.35 p.m. ) .","ray Comp toy stows 4 = Wo Hi dieg Chae ” (17 Y, 1.35 pu.) ‘",0.3968
7468,She plays the possessive mother of a man whose hobby revolves,She p/4s lhe pessexive wanbbee of A way ident hobby rew Lye,0.4262
7469,round a doll's house .,round A loll’ s lout -,0.3636
7470,"THREE people will be hypnotised in tonight's "" Lifeline """,FUREE people will be hug yodscal Ny fogs sha's ” Lite Liye”,0.4561
7471,"( B B C , 10.15 ) .","C BBE, y0.18).",0.4737
7472,""" McNamara's Band , "" "" Greensleeves "" and "" English Rose . ""","oe Yawara’s Prnid, ""4 dreeys heeves” and ” bag bh bose,”",0.4918
7473,of Rhodesia and Nyasaland ( 10.30 p.m. ) .,"iS Phode3,a aud phy asa Lonel (10.30.01).",0.5
7474,They will be asked to comment on the design of everyday articles,they gall be asled be commen ey oy Le design of every olay ontiles,0.2812
7475,"playwright Arnold Wesker . "" Instead , Muggeridge's appointment","p Harpurighd Ary ohel weler.” J, stad, May sericlges Mp f 7 tue co",0.619
7476,such as a chair and a motor-car . The idea is to see what happens when,Buch a3 Aa phair au ol a winter = tar The idea iS le See what Lappegs wha,0.3714
7477,will be with Sir Roy Welensky the Premier of the Federation,wy Lf be naib Ke hoy welen shy Ue frou jer sf ber Ae der atfoy,0.5254
7478,parts of the mind not normally available without hypnosis are used .,pares ot He vcashinal sade norpuelly avai La ble wedeart h fpqosi' of @ us col.,0.5588
7479,"I T V have postponed Malcolm Muggeridge's "" Appointment with",{Tv have pot poqed Malto tq Musser dee’ s “A py org tia cad wif,0.55
7480,"success last night in I T V's "" Private Potter , "" his","SUCEZES Coed sagt \~ (TV Is Rivotke Rother, Ls",0.6296
7481,man could only be regarded as a machine .,,1.0
7482,"date . "" ACTOR Tom Courtenay was an outstanding","Joke AGIOR Teun, ee ont, Gem oukstion dbs",0.7021
7483,the switch because of the topicality of African,tue SON dh acounte ol +e Lagoa ity ot Abconr.,0.5745
7484,essay on soldiering which stated that a fighting,"CBBY Ou side dus ues cle, dake hy",0.75
7485,"Say Granada T V , the producers : "" We decided to make",Say Gravobaty the pueduers' “We decrbed t. wake,0.3704
7486,first big T V part . The play was a brilliantly-written,AN ves big TW yok The (Wey Wey a IA Ue Dy -wwhte,0.6364
7487,affairs . The Wesker interview will be seen at a later,ot dearve. The Wesker futewien Git) Ge seo ak a Koke-,0.4444
7488,"craggy face , and obstinate , baffled eyes . They stripped",CrO any ail / oud actuate ha biled eye2. They shipped,0.431
7489,claimed he had seen a vision of God - only the padre and his,byned \elrod Seeuy & Vistou af Gro -ouly He Rodve. cud Lis,0.5
7490,"Potter screamed during an action , and was arrested . He",eee Screomsedh doen on acklou oud waxes ovpesterd. We,0.5179
7491,"him of his ugly battle-dress , to leave him for","roe od Ws wale lav We - des, 4, Reore Nien: Gees",0.6596
7492,vision .,ORO,1.0
7493,"what he was - Potter , a frightened boy who had a",wok ‘ WOR - re a Palitened ny whic bod o,0.551
7494,"C O believed him . Courtenay played the part with a gawky ,",Co lnc Rered \Wuur - Couvtenory plowed Lhe pot ata a qousey,0.5424
7495,Northern defiance . The cameras played continuously on his,Bsc vans Be ue. Carseyo4 ployed couk\yuousty OV lus,0.6034
7496,to the European Common Market .,= Mao Cuvopeon bens Mor) Dhan S,0.7097
7497,"scene , ranging from pubs , the Eton wall game ,","Scone , yang \ng Prom pulp S the Eton wd F Qing",0.375
7498,"Dennis Brogan , Shelagh Delaney , and Alan Sillitoe .","Dennis Byogan Shelagh Delaney, | Avon SWite",0.283
7499,"The film replaced "" What 's My Line ? "" and "" Be My","The Alan replaced ""Whats Mz Line! ""amd "" Be Jy",0.2549
7500,British personalities . Among them - Professor,"B xi ish peYsona ities, Among them ~ Pro fessor",0.1957
7501,The film covered a wide aspect of the British,Tas Donn ConseX@uk joie asped & lye Ryidish,0.5778
7502,"Guest "" programmes because of an electricians'",sek pyoqvammes Qecause- of an ekeckvician’,0.3478
7503,"of an American T V reporter , Eric Sevareid , and","pk Quy dienes Can TV vepoy ter, Eri < S gvayels sand",0.5306
7504,strike . It showed Britain today through the eyes,"styine, It show enh By toan today through the eyes",0.2245
7505,Britain was slipping behind ... .,i icuhe an Woes SLi Pring Dodie...,0.7273
7506,to make the strongest criticisms . He said,a MaKe ve Shronqest it CSS. He Sea,0.5238
7507,Shelagh Delaney and Alan Sillitoe attacked,"Shelagh De Loner, omd MMlo., Sillitee atte Coe]",0.4286
7508,"that in the race of the modern nations ,","thet Im the Ye.ce of the modern nations,",0.175
7509,education . It was left to reporter Sevareid,eda cation. \ Was LeP4 to veporter Sevarcigl,0.2955
7510,other chums sniffing the wind and,fuel Huu daaiffiug The Luho! atc!,0.6364
7511,offering to drop by for a chat .,"offenng ro rap by fer 4 chal,",0.3125
7512,arrived two hours earlier by appointment,arnived Wo houn s2arher by eppoluhtuers,0.4
7513,to talk to the author of Borstal Boy and,% %*%/ & Ae author of Bori-a/ Soy GLo/,0.45
7514,"The Hostage about his new work , if any ,","jhe tashage. aekhout AV Aen Work | sf Ptr ,",0.4634
7515,and who is now being pluckily convivial,ahd Who Wt acw being [luckily Coy unvia/,0.3333
7516,"has rung a couple of times , calls from",hav Rtug a CotyoCe. f Aries | Calf [Oe,0.5641
7517,to fight off the frustration . The telephone,"% Aght f Le frinttrahon, (ha Raphoue",0.5
7518,ALSO present is a London journalist who,Also jereten! BW 9 Louden journal? nNho,0.4359
7519,the Synoptics can be reasonably solved by paying due regard to the time and,"Ji Synophies eon he poreoondly ee , PPG ihe pageared. & J dius coal",0.6133
7520,"plan and to the different public for which , or against which , the author wrote .","plan al ft Abkreal poll hy whiel, we agernel colih, A hie anode.",0.5732
7521,The third article excluded any allegorical interpretation of the Gospel .,"Ile Mel adel ciakeokel ony othagorical jecoapiaiheen wd Ke Eogod,",0.6575
7522,The second said that the problems which arise from the comparisons with,He decsaal at Aud He. poblmes pba once hes ft. Com per igen col,0.662
7523,Fourth Gospel by explanations based on assumed textual dislocations . The,"FH bospel by dip hres leees Sioa ll can soniewmell Had olk A elreatien ©, Ile",0.7123
7524,There is a whole group of theories which attempt to explain the problems of the,here ls oe i grep I This abit idheed jo oxphen He probleme we,0.519
7525,"could of the chaos by placing the fragments , or sheets , or pages , in order .","lt eo 0 ie b ploaing fa Payren lo or aes or feges,/ go.",0.5823
7526,present state of the Gospel is the result of an accident-prone history . The,pall fh begeel cM wall han monidec!- pune hiclage Gk,0.6711
7527,"accidentally damaged . An editor , who was not the author , made what he","secihedade Aamugl Me aller, ole cutnel Ucuthar, wail vthedde",0.6528
7528,"original was written on a roll , or codex , which fell into disorder or was","trlislond ata arith on ot rol , or cacbx ; solid Wl iL lanl sis oer",0.6
7529,showing that such changes are part of a,Showing Yat Such Changes are part of Qa,0.1538
7530,how this enlargement was effected nor has he,hous this enlarge ment WAS efickA Yor has he,0.2727
7531,The one real weakness of the Commentator's,The one real uraluess of the Qumenhjo-'s,0.2619
7532,this is possible it is necessary to examine the,luis is possi ble ibis pa essary bo £xawme the,0.2766
7533,"he has not , until now , been able to exhibit exactly","he has nol / unhl, NOUS , been able lo exhy bil exachHy",0.283
7534,been able to explain the textual movements by,heen able b explain hha lex hal mo yewmouls by,0.3111
7535,"case is that , in common with all his colleagues ,","case is Ihab, in common with all lus Ccaleaques",0.22
7536,text of the Gospel .,lex of fhe Gaspel,0.3
7537,simple and coherent plan . To understand how,"Simple and coherent plan, To understand how",0.0682
7538,wording . It is not possible to establish any one,wording . Lis nol possi ble fo eslablish any ond,0.1633
7539,THE Fourth Gospel was almost certainly,THE Foucd Gogel vas alutast cerfainly,0.2632
7540,Gospel represents the work of generations of,Gospel represeuls the worl o } generalions ° L,0.2045
7541,scholars who have compared the many manu-,scholars who hae Compared the many Man —,0.122
7542,written in Greek . A modern text of the,writin in Greek. A moaolern fext of be,0.2308
7543,which is most likely to have been the original,which is most likely bo laut hen phe anginal,0.2174
7544,text with absolute precision .,"lext with absolele PRESION,",0.4667
7545,scripts of John and worked out the version,Scripls of John and worked out he version,0.0714
7546,paragraphos markings were omitted . C. H. Roberts is of,COTAALAGLS WHYS WET Oster: Cr. COeks AS OH,0.7636
7547,"The bar was the commonest marking , but others","Wa OF WAS LMA COMMONESE WORN, kau ONE'S",0.8261
7548,"some markings would be used , although which , it is",SOW WOKS WOO LE WA) Ouse Whidhy A AS,0.7692
7549,impossible to say .,WAPOA ee,0.9474
7550,were also used . Dots sometimes served in place of the,WER USO USed . KS DMirChinad Served uw) PGW Ge,0.6852
7551,"bar , and there are cases where spacing is used as","OS, Gud Nee Ose COSAS Wok SPAN AS USLA OS",0.72
7552,the opinion that in the original of the Fourth Gospel,LQ OPINION Lack ip re Onin. ttre Tusk GSK,0.6981
7553,it is now used to mark a paragraph ending . Frequently,"he AS TOS VR KO WOR O PTAYOPA Mey, Wepurry",0.7778
7554,the original of the Gospel would be unmarked . The,RQ Onio\nas GEARS GOS Who We WAWOread “Tha,0.68
7555,Professor E. G. Turner is inclined to take the view that,(OKs =. G\UMear AS WchiNed cOLARE yiy Wack,0.7143
7556,about one third of a page of Souter's print .,Alou Ove ach OO (OF Ok COVA EAE.,0.7556
7557,manuscripts . A common size of column would hold,WONUSCHGS - A COMMON S23 A COdiwer WOUlA WAC,0.8125
7558,columns . This is the invariable practice of ancient,CONS . TWAS AS UR Wvanclle MOAdnce Gr ACiais,0.6731
7559,"whether paragraphed or not , would be laid out in","Warhar PASAAOPKEA OC MNO’, WOWA ise LGIG Ov UN",0.7755
7560,"original of the Gospel , whether written on a roll or codex ,","OMPICGS Crthe GOS, whertar written On a yA OF COdox,",0.5082
7561,a simple and serviceable book . It was robust - the number,A Simple Cnak cain ceeble hook . (ft LI) rolaat — Yaa nana”,0.5
7562,an easy form of book in which to find a,OU coty torus of book [wn ualnsche * to sh a,0.5641
7563,reference .,,1.0
7564,The edge of this sheet was attached to a wooden dowel,"“the ackag of iets cleek Loe otta head to Q woot, clove",0.5094
7565,this - and it was easily stored . It had two disadvantages . It,a ee oe eee easily showed. (E Lect two disacvontoges I+,0.4603
7566,and the sheet wound round this central pin . The roll made,Ord He Sheet 5 aetahedh Cound {us cert | Parr Ce cll Unroks,0.6379
7567,which have survived the centuries is ample evidence of,"mld, (eve Survived Ue coutuaar is aun ple gun hen ee ot",0.5
7568,"was generally a single-sided form of book , and it was not",ees Gone rally a Sivyle ~sided For un of beole ard OC tak,0.4655
7569,"overwhelmed Herculaneum and Pompeii in A.D. 79 , his","pvereshelueck derculoucum ark ‘wpe tt is A.D.75, us",0.4615
7570,the elder Pliny tells of the use of papyrus in roll-making .,the oldes Pliwy Jells of Re uit of reyes Ih Coll Woe Seow.,0.4167
7571,The other form of book was the codex . In this the,"te ol Lotus st leok: aed ds comax . wv 1) &,",0.64
7572,they are in modern books .,Wey OW (hn wo Aeyn Yooky,0.5769
7573,sheets were bound together down one edge much as,"Clee << Weer Aopsamet tooe Hes AOLse Qua CA wank, as",0.75
7574,information is contemporaneous with the New Testament .,ie Lopeen hon B cokeun POlaum Zous LD' 1a He Wer Texto.,0.7091
7575,"ecclesiastical circles . In his Natural History , 13 . 11-12 ,",eaiesiashcol circles . bos toe Reduce Kstory AS fA At. ),0.5161
7576,As Pliny was killed in the eruption of Vesuvius which,"As Pliwy tos lellod i, 4 erupko~ of Vesuvius leek.",0.3396
7577,This last objection might have had some weight in,“tHass Gal obs jectou un ght lave kek Some uerclt A,0.5306
7578,"the roll , a sheet could easily be glued on .","He oth, & heel coult sagily be glue! on.",0.3111
7579,whether or not a particular text was written on,phalbur or mot a poor liculer Mert pod wtten om,0.4043
7580,might be bulky . It is sometimes possible to tell,prnighl be bvbley Ut 4s domehints prcaaile Ao kdl,0.4898
7581,Against these advantages the codex was fragile and,Agaxhat Aust adwen tages Met codtx oa frayile ancl,0.38
7582,"writing , but any papyrus left unused at the","porting , hal any Popynne Lh druid, cat Fhe",0.5
7583,a roll or a codex . Rolls were prepared for,a woll or a codex. Kotla mere pottpard for,0.2326
7584,end could be cut off . If the text was longer than,tuck coulel fe cut off Y the tet moa Longer Mow.,0.4
7585,The codex form was not so accommodating . Even,"Ue coclex fom hola wot go accommodating, Coun",0.3478
7586,while one whole side of his roll was unused .,Whale one arhol aile of tus roll peg Mayireel,0.4444
7587,"over the binding , or the whole codex rebound .","over Ye inch vn, or te ptote Cocdtx pebormec!.",0.4468
7588,"The verso of the roll was blank , and one","Lhe wea© of Me roll was bank, ancl on",0.2927
7589,"in the case of the single-sheet quire , an extra","wn. Hee cae of Mat sng hart quire, An LrtO",0.4375
7590,"sending out his Gospel lacking the ending ,",dinchiing oul Aris Geapel lacking Mie Lacking,0.4186
7591,"cannot think of an author , Mark for example ,","cannot Hunk of au author, Mark for 2 auyple,",0.2174
7592,sheet glued on might have to be gummed on,thus glu on pri get Arawe Ae he gummucl on,0.4634
7593,in it the reservoir ... and I made both the,ty pee (lesa... BnG uaile bd Ke.,0.6744
7594,"construction in lines 9 , 23-25 of the Moabite Stone ,","caret hkl tn Liwn 4 3-18 g] tle Mamie Hive,",0.5926
7595,which read : And I built Baal-meon and made,"py tl, prt Dd | Lg Boil “wpe, Bl viel",0.7907
7596,A natural transition from gardens and,Qrasmdl traped(o fron gach and,0.5135
7597,reservoirs for water inside the town .,MANY Vavt? fv the. La 1s phe My ae J,0.7632
7598,the rock . King Mesha of Moab boasts of their,tte Laie beg Heal of Het brats of Meir,0.4889
7599,supply . The pools are probably natural springs,Ji pply Tle fo°A ark prclubly blklligf for ie-go,0.5957
7600,enlarged to become reservoirs or cisterns in,MM (cag do het br verti in op <fptiuw 1,0.7273
7601,orchards to the vital question of water,oy cltuctn fo Va va georalite 4/ LIabey,0.7436
7602,"the Shmah , loves the Lord God with",he Sh mah aes We oe oo aoe,0.5143
7603,is the Shamir and such a man fulfils,- Ne Cte ll seh is ae tal Ei.,0.6944
7604,"prayer says : "" What am I ? A worm "" , he",ee Saqs hl ohm e f WO re he,0.6341
7605,"all his heart , and with all his soul and","i b ys oa wo Hh, a (I bi. a. 1. a",0.7317
7606,"word "" SHAMIR "" means guarded or preser-","aece “SHA MIR"" MEANS auerded or Preser-",0.4
7607,"ved . Therefore , the real man , who","ved There Sere, the rea, b ea a w ho",0.3611
7608,with all his might and studies the,"od) \, oll hk Ss : opt 2 ea Shun: 23 H., e",0.8529
7609,"regards himself as insignificant , as the","reqords Coc aS bnsign’ Ficom b, 7S the",0.4878
7610,word of God .,ae | a Ged,0.6923
7611,The word Shamir was used as a,The wor d S heen v wed een QS oa.,0.5517
7612,personal name ( Git. 68a ) . The Hebrew,personel name CGit. 68 ). The Hebven,0.1795
7613,us earthly creatures to build an Altar,WS earthhy crea tures te bus kd an MUAa,0.3158
7614,"This man is the worm , the creature that",This mon 15 Vee worm the owe Mt,0.425
7615,"to mould our character , to melt our",Lo sul CU 1 . aus Ouy,0.7222
7616,Such a Shamir possesses the real acid,ars o Oh nw Pess esses We Fen | oe,0.5946
7617,self against all the irrelevant pleasures .,tok} oo) a Kh a ree le yun t p Lea Su res.,0.6744
7618,for God to come nearer to God .,"ae God iL Come nearer 4, g",0.4194
7619,a man is the Shamir that guards him-,A new ‘8 the Bnew YA guerd a,0.6111
7620,cuts and polishes Altar-Stones . Such,"ee reve po Lishes Me, $45 ned , Sak",0.6486
7621,heart of stone . This Shamir helps,hea h = Siena! This ae helps,0.4412
7622,facts . And these creatures existed from the,facts. And these creatures existed from the,0.0227
7623,"beginning . It is "" the stone , which the builders","begivmma . Ie is *Lhe Skome, which the buitders",0.28
7624,"of the corner "" . ( Ps. 118 , 22 . ) And the stone shall",nt tle corner” (Ps. 8 29.) And the Stone shake,0.3214
7625,tell !,1 epg!,0.8333
7626,The action of the Shamir writes books and their,Che metiean we ihe Ohoudt Cotries denis ce > tier,0.5745
7627,"diamond that incises the hardest rock , the hardest","diawond dhat imcises the hardest Cock, tie hardest",0.1176
7628,books are readable . This Shamir is indeed a rare,bea ts ore teadabde . Chis Shauirc In Lonee-e cA fate,0.4286
7629,"refused , but it is to become the head-stone","refuseal, but it is to become tke head- stone",0.0909
7630,"crushing our soul "" ( see Hab. 2 , 10-11 ) . And it is","Efanei es our soug” 6 mae Nab. 2, lo-u). ee 4.1%",0.5556
7631,"Lord , as the waters cover the sea . "" ( Hab. 2 , 14 . )",Lord as dhe waters cover He sea” Clab. Q 14),0.3214
7632,""" For the stone shall cry out of the wall "" , like",ee ite Some Shall ay out of the wate” Like,0.4
7633,filled with the knowledge of the Glory of the,ti Med with the L mow fed @ of the Glory of the,0.2222
7634,"creak in answer "" "" if the roof of our security is",Cieak im answer” ” i+ the roof of out Security is,0.18
7635,"through the Shamir : "" That the earth shall be",the ough the Dhowic: That +he earth Shall be,0.2391
7636,"Baalam's ass , "" and the purlin of timber shall",Boolou's ass” and the purfin of tiuber shad,0.2553
7637,the Light which can be read in every,the Light which coy be read ty every,0.1111
7638,They make us the Altar for God to emit,Shay ayake US bhe Kee for God ho ewyl +,0.4737
7639,a deep impression on our feelings and senses .,"Q deep hy pressloy oy our Feelings aud Seyses,",0.2826
7640,"of life , and all facts are "" one "" . We have all","pf ite, ayd all focls ave ‘oye. Wo have all",0.3061
7641,"most important creature , that was created on","os Var hay creatuve , tha} wos croated ay",0.3556
7642,"Sabbath , real peace to the whole world .","Sabbath, real peace \o \ho whole word.",0.1463
7643,"language . The Shamir is the "" seventh "" and","lavage, Qe S\hauy\r is. Lhe “seventh” ayd",0.4091
7644,"which is written on two plates , the hard facts",which hs wo Tey oy 4Wo plates the hard Hele,0.3404
7645,"the eve of the Sabbath , to bring the",the eve 04 the Sabbath +o brigg the,0.1622
7646,"The Shamir's daily life writes the Decalogue ,",The Shauy I's dolly lite writes the Decalyue,0.2391
7647,come across human Shamirs and they leave,ue OcyaSs haw a Shoupirs ay tm loave,0.5
7648,"diligently unto my commandments , which I command",#iloey Hy uy fo my coy yny by ef which J coupyouyd,0.551
7649,"shall come to pass , if 1ye shall 1hearken",spall COU to pass iF he shall Lhearkey,0.2857
7650,"your soul . "" This may seem very good , but there","Your soul,” “his pay fa ey gra, bud there",0.3673
7651,is something deficient .,s sowethlyg doRalyt.,0.5
7652,serve Him with all your heart and with all,swe Fing with all your heart aygd with ah,0.2381
7653,"you this day , to love the Lord your God , and to","You this doy, 1) low the Lord your bod, ay d hy",0.2653
7654,"Then the whole earth will be His Altar . "" And it",Sheu the whole earth will be His Aetar. Jud i,0.1837
7655,"Lord God with all their visionary power ,","Lerd God with all their Visionary, POW |",0.2195
7656,"summons of destiny , to solve the economic",SU MMonsS of Sseshny | te. salve the econam sa,0.4286
7657,the work will have to be done by each,the week widd have +6 be done by each,0.1622
7658,mind together we cannot solve the further,mind together Wwe cannot sslve the fPucther,0.0976
7659,"Jochai ( Tanis 6a ) "" if Israel does not fulfil",Socheajs CTaniS Ga)’ if \Iscael does nat Lu lfaul,0.383
7660,"the wish of the Lord , failing to serve the","The wiSh Of the Lerd, Pa)haug te serve the",0.2558
7661,Under such conditions without putting your,Under such conditions without Putting your,0.0238
7662,problems . Hence says Rabbi Simeon ben,prodlems. Hence says Rabbi Simecn den,0.1053
7663,"individual "" .",mdividual ”,0.3571
7664,"gratify selfish aims , then each man will gather-in","Arerity, selfish aims, then each man ui {| Kathet- in",0.2549
7665,"for himself only , instead of all to help to gather your","for hi wx ott only , instead at. edt $0 hal p to aathet ene",0.4107
7666,"and visionary power is not united , man will remain in his heart",and yistenany power iS not united. man willremoin in his heatt,0.1562
7667,"They will not work in union . If physical power , spiritual power","They will not work In union. if physi cal powet , Spi ritual powet",0.1231
7668,"corn , your wine and your oil .","a, gout Wine and eae } |",0.5161
7669,selfish and think only of one's personal advantage to,Selfish and think onl of one's personal advanl ose te,0.1321
7670,our duty ) . Of course the individual will,"Cur duty), OF course the individual wilf",0.1429
7671,"freedom from fear , fear of starvation in the",+e edlam from Leary of stanatan jn dhe,0.4222
7672,"the yourself is thy greatest enemy , the self-","the woursed ? ra) tho, Creodest ememy , wre se lf —",0.3913
7673,seeking self .,"seeing, sit’,",0.5
7674,Freedom from want cannot be fulfilled nor,Freedom fram want cannat Fulli Ned nor,0.2195
7675,coming for the people in need . They will,corm iN for dhe eecple in need » Then w\ JI,0.3171
7676,"aside , and serve other gods , and worship them "" ,","aside grneol sere scthes acdds ,and wocship them”",0.3725
7677,think of the animals first ( which is of course,think of dhe animals fLirst(which iS oF course,0.1277
7678,"eat and be full but : "" Take heed to yourself ,",eat and be Pull but: Take heed 4a yourself,0.1702
7679,"that your heart be not deceived , and 1ye turn",thed wour heart be nct deceived ) and Aue +urn,0.1739
7680,midst of plenty . Help will not be easily forth-,MAEBT of plenty: Helo will not be easily focdh-,0.2083
7681,"good land which the Lord 1giveth you . """,meet lend tyiich the Loca Level ve 2,0.525
7682,"two masters , and you worship self-interest , isolating","hwo wasters, oun A ou Uwot Hip se} F - indeces4 isd odin a",0.5091
7683,""" And then the Lord's wrath be kindled against you , and he","Aud dheu the botds woth be Kindled ogounsh pu, aud le",0.339
7684,"shut up the heavens , that there is no rain , and that the land",Shuts uo the h eovens that there iy no wan aud talk the land,0.254
7685,"yourself , under such conditions the goods are your gods .",your Se\F Uuder such conditions the Rood ate a ae,0.3448
7686,And you serve Mammon and God . And you cannot serve,wn soa setve hhammen oud God. And ypu Canned secve,0.3137
7687,yield not her fruit and lest 1ye perish quickly from off the,Hild hot Ler Furit oud Jost Aye peu sh qua kl y Ceam of F the,0.3667
7688,"adds and in your soul , searching your soul .","Kaos aud im Pe sou}, Seatdung ae ea ¥",0.5556
7689,For without the vision to serve the Lord your God with all,Kot without the vision bo serve the Lord hoe. co ae ee,0.2586
7690,"up these my words in your heart and in your soul . "" The text",AP \nese m4 utd s im a heack oud in gocee said es el tert,0.5246
7691,"the problem of life cannot be solved . "" Therefore shall 1ye lay",Ine probsem oF UFe cCounot be solved. therfore se)) dye lau,0.3281
7692,your heart and with all your soul and with all your might,“ae heath ou with os yout sous aud widh oJ) your migud,0.3684
7693,"in the first part of the Shmah , we have first "" and","im the Firs} part of the slumali, we Lave First ""anol",0.25
7694,to the children any more diligently and the,bo the children ay wore dibigeutly aud tke,0.1628
7695,"shall teach them to your children . "" And as we have go-",shall leach thew to il cuitden” Aud as we luawe go-,0.3036
7696,"they may be as frontlets between your eyes . "" First to",Hey my be as trontlets between “er ope First fo,0.2727
7697,them without visionary power .,"th eu without visio mary power,",0.2
7698,"to bind them for a sign upon your hand , that","the bind. thew rer Ou “2 Upon ed land, tee",0.4889
7699,"ne through the mill , we need not teach them","Ne through the ull, we need wot teach theux",0.1591
7700,children will grasp now what will befall,children will esp uow what will betabl,0.15
7701,"bind them to have the vision and then "" And 1ye","Lind thew to lave the vis! ov) aud. thea, Bind. Aye",0.3404
7702,And the sequence in the text is different than,Bad lhe Sequence in the text is different thow,0.1304
7703,And they are ( 1 ) Matzo ; ( 2 ) Bitter Herbs ; ( 3 ) Salt-water and,Hind they are (1) Meat20; (2) Bitter Herbs (3) Soft - water and,0.2647
7704,just as there is a message sealed in the four emblems which,dust as there isa WESSO.9C sealed wdihe four Cwhlkews whch,0.339
7705,back .,back,0.3333
7706,And the tsitsits had a message sealed inside the knots,And the +sits4s hod a Mmessoge seated inside the knok,0.1667
7707,Charauses ( a kind of fruit mixture in likeness of the,C harauses Coa kind ot Frid Wiyturce in Vikeness of dhe,0.2222
7708,appearance of mortar ) ; and ( 4 ) an attitude to lean,olppearance of worlac); and (4) an attitude to Vean,0.1852
7709,"are used on Passover , to depict the "" time of our freedom "" .",are used on Passover jo depict the > twe of our Freedow”.,0.1774
7710,symbolises the bitterness that is hurled against us .,Su w boli ses dhe bidermess thot is hured angus US.,0.3774
7711,"( 1 ) Matzos is deficient bread , ( LECHEM ANJO in Hebrew ) ,",a) Mo42os 1s deficient bread ¢€ HECHENM ANT in \lebrew),0.3279
7712,and that God dwells within us .,and thod Grod dwells cvoidhin us.,0.2581
7713,"We eat it . We accept it , to show we have self-control","We Cat 4 We accest id, to show we nove selt-corffol",0.2545
7714,to learn . Education is always the most important task .,"fo learn, E ducadion, \S o Loss the wos} it portaxd dosk.",0.3929
7715,"so are we deficient without spiritual knowledge , and to","So are we deficient without spirituoy krowledse, and to",0.1071
7716,Education gives : Freedom of Speech . ( 2 ) Bitter Herbs,~ duc] ion ee Freedow of Seeech. ) Biller Werhs,0.375
7717,cure our mental incapacity we should be willing,Ore our wena) NICO paaci ty we shou Vd be wi line,0.3404
7718,"facts "" together and explains them , represents the Oral","Spats” Lo RAG nd CKMaind Aver, (eoleade the Oral",0.5357
7719,the salt-water at the Seder-Table represents the Covenant of the Torah,The Soll - wales at Ahe Seder lebdle teotmads the Grmnort A Ane Totoh,0.4714
7720,Self-control gives us : Freedom to worship God . ( 3 ) Salt Water and Charauses :,Sel coated Ques WS: Keeedows Ag wotsinp God. G) Cok Woker and Chasen:,0.4568
