index,ground_truth,ocr_output,cer
9379,"making his perpetual little gesture of protest ,",Lakiag his ferpetual lkle Geshe of pncles},0.3333
9380,think and plan and know . Those who know,Hunk anal @laa and knou Tuese Llo knou,0.375
9381,command the knives of others . ' ' No hurt will,courand He kniVes op oluens . TNJ 0 hurt kill,0.3191
9382,are slaves to it . Only an outcast is free . Because,Qe slaues 6o ely Qn Outcost Is pee Because,0.3654
9383,"' To rule is to serve , woman . Those who bear power","FTO Nule 6 * Serue , Lf OHan tase ullo beqr Rr",0.5385
9384,' You will live among us and enjoy your life free,You will lue acnq US and eisy Youf lpe (tee,0.3673
9385,from harm . ',Ktan har,0.6923
9386,"we are Captives , we have the time to talk and",We are Caphues 7 Lse haue me Khe to Kalk and,0.3043
9387,"come to you , Lily-yo , ' Band Appa Bondi added .",Coue Fo Yqu 1 Lly-Y9 ! Bond Apppa Bod; added,0.3673
9388,Flor - this other man creature is plainly useless -,Flon ~tliS okler uan Ciealure is plainly useless,0.2549
9389,here at a good time . Memories of the Heavy World,here @ 9oaol Hine . Hesone s of He Heau Y World,0.3878
9390,and its savage life are still fresh in you .,and #s squage lpe a2 shl (esl i You,0.4091
9391,"' Before she can enjoy , Lily-yo and her companion",'Befote sle can eriey ( Lily-T' and ler coHpanicn,0.24
9392,' No ! ' the Chief Captive said with both mouths .,No ( He Cuiep   CadHiue said oil bdk uouHls,0.5
9393,must help our great plan . ' ' The invasion ? ' Bondi,AuSt Kele Glr fceat plan 'Tle Iavasio ? Bondl;,0.3962
9394,"asked . ' What else ? Flor and Lily-yo , you arrive","asled ulat else ? Flor @c Uly_Yo , you ate",0.3529
9395,gasped Flor . ' Yes . We plan to attack the Heavy,qosped Flr (Ye s (le plan 6o afla c He Aeauy,0.4082
9396,World . You must help to lead our force . ' The long,Uoc-lcl Yau must Kelp to lead Clr Pocce . Tle Iona,0.3269
9397,We need such memories . So we ask you to go,We neeal sach met1Oles - So 6se asl yoc Ko 8 ?,0.3721
9398,"afternoon of eternity wore on , that long golden road",aflernoon c elemty 6fO2 @ ( Hlat Ioad 9 aldea icad,0.4717
9399,of an afternoon that would somewhere lead to,ek Qan alernoon huat 4aud Sohet_Gete leacl fo,0.4318
9400,back there on a great plan we have . ' ' Go back ? ',bacl Aere O 0 areat (an L2 haue . 6o back ?,0.3654
9401,everlasting night .,Zueriashag nialt,0.5263
9402,new flesh and tendon strengthened . To sail up in the,Aes Plest and 4encbn sleng Hened_ To Sai ( up Ia He,0.3774
9403,with their wings soon died away as the wonderful,sill Heic   kingS Sooa died away as 4e W Onderkl,0.3958
9404,and Haris there were many events . Chief of these was,Ond Haris Huere Lsece Many evets Cluef s Hiese uaS,0.3396
9405,had no place here .,had ^o place Lef 2,0.2632
9406,flopping movements of flymen on the Heavy World,{loppiay (oueuent of pyuen CO (ke Heavy Wor Id,0.3404
9407,light gravity became an increasing delight - the ugly,lqlt 9ra6ly becaue Qn In Creasing deligct {le usl/,0.3585
9408,"Motion there was , but motion without event - except",@aHioa Here 60Si bt shon bsilhoc euent except,0.4615
9409,for those negligible events that seemed so large to,Por Hase   negligiHe Zieat Hat Seeked 80 large Fo,0.3725
9410,"the creatures participating in them . For Lily-yo , Flor","He creatures participal'a3 Io leuu . tOF C1y ~Yo, FlGr",0.4107
9411,that they learned to fly properly . The pains associated,Huat Hey learned to pi properly - Tle pQis aSSociateol,0.2679
9412,prepared to place complete reliance .,"p""p okcot   F place Ompecle relanee",0.5405
9413,"his own life , but Geoffrey's as well , to a strange girl",hio Ohn wf but Geo kry U Mf hele 1 6 Q dfov8 (ud,0.5614
9414,than a couple of telephone calls he was,Ihobn Q ccupl %f tuphcru callo h Wa,0.4359
9415,been inclined to regard women as something,kreen in clinad Te ICqutcl Homu? 0f Jomcthun9,0.5238
9416,career . Now he realised that he was entrusting not only,"Qleec. Kon h Kall"" 8CO thol he Ha entiuonn5 nct Onby",0.5
9417,which must necessarily be subordinated to his,Kluch mit NV tsai Uy Xe d 60nal < T0 tu $,0.6667
9418,whom he had never met and on whom after no more,Khim he hoO heuef mui @ncl On Khem % no Vnose,0.4894
9419,Alastair was a bachelor . All his life he had,Wastou hoo Q bvchelor rr tus Ue tx hoo(,0.5556
9420,obvious that she did not fail to appreciate the,Oboo /uot % Xsl h {ht k ecrrecaz Ic,0.6809
9421,was prepared to accept the responsibility .,U P prxxto @ 4ccere Pz trpmnlaw) ,0.6977
9422,faith which he was placing in her and,FYk ULLL K UJar Raul G Ku Elrt,0.7838
9423,It was a novel experience . Alastair was,"T zyed 2 hobel xienb &2 Alrta, UJacp",0.625
9424,quite unable to explain why he should feel,Sx6k Leale 2xte-  45l] K _uer Jee,0.7143
9425,she checked back her instructions . It was,Z ccke{ Aacl ks [6 tuha / UJep,0.6667
9426,so much confidence in her . Once again,Fv Usul ZonA len& (L /L fuc Apan,0.6579
9427,be waiting for you at the Hotel Roma at six this,Ae vachud | l (4 Cu at te #akee Xolue at &x Teus.,0.6042
9428,"both at midnight . "" They might have been",bofl at uucl jlt: 7uy eufut baue beees,0.5854
9429,uneventful life had he come across a girl who,Il wueihx U 6OO Ie colue QCr ) Qfue Uzd,0.7333
9430,evening - and I shall look forward to meeting you,ucwuq GUO 1 ftale lodk {oatat 6 uultho yeu,0.6327
9431,sounded so charming and appeared to be so,SO lluded 88 Oaf l a Caecro Fo Oc f0,0.6829
9432,arranging a supper party . Then she rang off .,acrafur Q 6ufp rady: Zu Ulie 263 %,0.6957
9433,efficient .,hicuuf,0.8182
9434,""" Good luck , Air Marshal , "" she said gently . "" I 'll","Uood   luct, F Mtatchae dle saic quxdy: JU",0.6364
9435,Alastair admitted that never in a not altogether,Kaotecd aduutkea Tnel uwue U Q lxot altuatr,0.5833
9436,"below , was not recognisable among the host",Keton MA ac4 neamiolleatng He kr,0.6512
9437,of lower peaks . The screen of the air-to-air,Ccner Zedk Ve aa1eC 4 #e &-fo -a,0.6444
9438,For some reason the orderlies had forgotten,r pume ~avh hAk tderlka kd trrt{,0.6047
9439,"capped summit of Mont Blanc , seven miles",Zated ciwA % hu Yanc | eexen Tkev,0.5854
9440,no permanent image .,T IerhanA inaae,0.55
9441,to switch on the lights ; there was no colour -,4 mhk o He Rakk Here Ti Md Glrvr,0.6809
9442,physical features were distinguishable solely by,Ikavenl_{estnxeo e Mxfinkak l meky Ig,0.7083
9443,"flickered across its surface , but there was",Heckened 4catv V otce buA Akere n7e,0.5682
9444,radar glowed . Occasionally minute spots,"Tdur glned bxcaoina lo m ""%|",0.575
9445,gradations of silvery greyness . Even the snow-,malhw 4 Mlerd Iexnoa wen hKe 01,0.6809
9446,ground immediately ahead .,gf onhd  immediately ahead,0.2692
9447,make a direct comparison between the radar,m ake 0 direct Cownpar ison between the ra dar,0.1667
9448,"left , Milan . The directional angle of the","Vdt Mibah _ Tle direct,onal 4hgle 'f Jhe",0.3256
9449,turned the scale slowly to cover the,thrhed He Scale sbowly 2 t c over the,0.2778
9450,image and the ground itself . Ahead lay the,Image 4h & Hhe Jf ennd itself. Hheaa Vay #he,0.3721
9451,In the exceptional clarity he was even able to,Ih the ex 'cepfional darity he w 45 eveh abbe to,0.2391
9452,scanner could be adjusted to cover any,SC anher Coula be ad5hsted to Cover ah,0.2895
9453,particular area within its range . Geoffrey,barticular area within 's range 1 Geoffrey,0.093
9454,"Plain of Lombardy ; to the right , Turin ; to the",Pbamn   % Lem_ bardy i to the right Turinj to the,0.2653
9455,"naked eye , obscured by the ground haze which even","nated eye , oGtcuro Gy Hh ? (?i20n2 hcze bhich euen",0.36
9456,at the speed recorder . It seemed almost incredible that,DtHhe spee c 0 Kcolet K Seemta 4 Imov { IOcrdibke Ihat,0.5179
9457,the tiny white figure of 8.5 against which the needle,Ihe 4iy bhike Aqur 2f 0 < Iqoiuvl thich %h& nee ok,0.4717
9458,on the clearest night limited angular vision . He glanced,Op Hhe Elearsh nqb} Lmite d 2qaui I} Dision He (7lance |,0.4737
9459,"He was able to pick out towns , unrecognisable to the",He ijav ab/e t0 pick Zl towns; unrecoqnital 6/ to 4pe,0.3396
9460,was resting could really mean hundreds of knots .,Ias puhed coul 2 relly mean hundrdi   %f knok,0.4082
9461,"ahead of time , "" said Alastair . "" We 'll run",MeA 4 hne M ad Mak~ h Ie ' ee TMA,0.6739
9462,pitch changed as the nose of the aircraft,PA  dmget de hke Ioe 4 He anA,0.6585
9463,"Now , as Alastair reduced the thrust , the",Na 1 4 Masu nehwced Ke Kawa hke,0.619
9464,dipped slightly . The needle of the speed,hrted ~WMa : Ve neele 7 Ke opeed,0.5122
9465,miles from their destination .,Imle& h Mev ~ Aeshmhmn,0.7333
9466,they were still more than four hundred,Akevs mere dkec m72 han h kbet,0.6316
9467,"in on minimum engine power . "" Geoffrey",In mW nane Ires 7 4edkea,0.6667
9468,"before coming to rest at 5.0 . "" We 're a bit","Wfe Gt ka ieo4 4 5,9 , M Me' ~€ a",0.6667
9469,smiled . Alastair talked of running in when,onBd . Matn hled TWIWI A @enh,0.6744
9470,"recorder swung gently through 8.0 , 7.0 , 6.0","Teavden mt)geNMy  #zrrwak 8 ,0,9.0, 6 ",0.6444
9471,indication pointed to Eve being held .,iudieahow Poinkol ( T QeuJ Jold .,0.5263
9472,by special helicopter from the Horse Guards,by apeeia Q Rolicenkr  &om kea 0 Vu Novaq  Yuarda 0o,0.6977
9473,"Parade to Boscombe Down , slept for six blessed",Pcuaele +o Bbocemb  Dousn 0 ) Nopk {r AVX Blorxol L0,0.6596
9474,along which he had motored so desperately little,hQona] Y wkiel RQ Gacl molored I Ao 0'a_ Cespercceyy 6'0,0.6875
9475,"on the bridge over the Po , barely forty miles to port .","Oulle bricloe AO Qer Iq Pcl daekx Uv {orla, wila b  _ Spc port; Re",0.75
9476,They were nearing Modena . Geoffrey focused the radar scanner,Itlea Wx nwarung  Hocena. Ggolley {ocuneol / raclaur Scarner,0.4918
9477,more than twenty-four hours earlier . Since then,"hot Rah Oo heakt  "" Xou hour  qarus; 0 4| |0 Suce ken 30",0.7708
9478,"conference in Bruce Denton's office , been whisked",cokrence U Brucq Denkw o8lce ) &n Wkiokecl O,0.5
9479,"thought he could recognise the route of N12 ,","Kougll & Coulo} keccynise I00 0 0 ,| La  Kq rouk Ca coaoorVle &a C NAZileo",1.1556
9480,"he had flown to England , attended the vital","Bc COb poco hadl Yown Ua Bruco 6o ""Evioland , aendsok uilabl '; ol,c0 Qeon Ioil",1.2727
9481,refreshing hours and had now completed two-thirds,leshing %oun) abd xael now COw prokcl fwj-kuureh,0.551
9482,of the journey back to the place where every,Kx i&ueys Iack b Vxe pQoce wle Ury A#,0.6136
9483,He was able to trace the course of the river ; he,#be la allle 6o Face kxe Courq c4 kia rs 9,0.551
9484,Tartaro at a few minutes past ten on the,Ias taa 4 & Js lubk  peuz k m Ms,0.7
9485,It came to just over six hundred,"Cau< #7l dues ,24 Z6e{",0.7812
9486,previous night . He worked out the distance,nreu) WpU . He Ue hdt 0w/ h sfau k,0.6047
9487,movements of the Bentley . It had passed,(uz e uez_Z 4 / npxkeq] k] Kdd 1 APAea,0.8
9488,him at the temporary bridge over the,"Juu 61. L a/ O 7u tara]] ""kvlit a8f /4e",0.8611
9489,on the presumption that its route had been,(f VLA meruutho   Ysl .% rk kad tee,0.619
9490,through Florence and Rome and then,VLrah Plreuk &d Ib 1a + C Zu,0.6765
9491,miles .,Lu /er.,0.8571
9492,Geoffrey set himself to consider the,9e 0 Ze/ LLad 6 LeAMr /L,0.7778
9493,across Italy via Foggia to Barletta .,Lexm3 Via Fpg4 4 OJozt € t,0.7297
9494,reproaches - and here he was bland and smiling .,kpnades Una hwe he was blan& ancl Suuliud,0.4583
9495,"own veranda , that he had taken the liberty of",Ocon Vu ada #ct h had +alen Mu lboty of,0.4565
9496,to come over and make the presentation in her stead .,to Cm 6UU and Ualle Ae presentahn1 iS Ls stead,0.4151
9497,was less pleasant than appeared on the surface .,KIus (ess plas at tlan appaed on ALe Sctace,0.375
9498,"To Beryl , at least , this was anti-climax with a",T0 TS3y( '4 last +u> Ljas ah duax wih 4,0.5714
9499,asking Jack - as a representative of the Vallin family -,bshag Jack as C repesentahue of Ae Vallin tuuily,0.3214
9500,But it did not take her long to realise that his mood,KSe H dd not -alle he mq +o kalise -lct lis Mooc,0.434
9501,vengeance . She had expected to be met with violent,Denq anc Su had expectcd tobc mut wik oliolud,0.3725
9502,"He told her nonchalantly , as he led the way to his",He told h nun chcucntly as le ld 4e way + Uis,0.3137
9503,"coming back from Barbados so soon . "" Beryl",kcna back From TSabados @so Soon (Sey,0.4186
9504,"too . They 're both here . "" "" I didn't know she was",#oo Theyy +e bot hez 4 V'dicr + locs se Wocs,0.5385
9505,""" I caught him just as he was going to the",Y I Caigkt liw just as hz LJcy 9ang tc Alie,0.4286
9506,of fact I 'd asked him last night to deputise,of fuct Tia uslud hiu lust nig t0 d plhis<,0.3778
9507,said the first thing that came into her head .,Sad 4 hrst Alng #44 Came into her Weael _,0.413
9508,for me and fetch her . He brought her to the party,frr m2 cnd fed h Hz brouslt he +o -lce Px+,0.46
9509,"airport to meet Blanche , "" he said . "" As a matter",crpaxt t meet TSlancle h< Scud ~As ^ mcdle,0.4902
9510,north of the island .,wrl H id,0.7619
9511,"poured cold water on the project . Everyone , he declared ,","poue GUl Uakr & U p' ""pc Esarvae 'Udatd",0.6271
9512,"had had a thoroughly good time , and it would take them",kd  bua Huylly jol 5ue; dhd / valdl tal Uen,0.6182
9513,nearly to next week to settle down again . Meanwhile,Wlc-r Wd   4al ckk &uu QGLa Heanh;l,0.75
9514,express their disgust at Sir John's abominable treatment,Qu (ieyt Lx #ur disl $ 4 (; duict 0;act cbwao-wd ulce aks Muull  (tdtd Ad Kl L Slrvl,1.1786
9515,"of his guests . But Piers remained aloof , and when Beryl",JL qulcH _ RJ (ar: [esaed ollostc awl W hi 6uyl,0.6491
9516,"suggested having a second party , the following week , he","Lugx,ku hajnc RLCgwd Uyty"" [i""",0.7719
9517,Hubert would have betaken himself and his well-,"4k&'"" sU kwc bl kuref % Lt Udl",0.766
9518,"Jack and Blanche were quick to sympathise , and to","od (ll wlre S4l 6 ""YaH cul",0.76
9519,earned gratuity to his native village at the,Rarlad Scstuty # U hhdz O((,0.7273
9520,"with injustice and contempt , ignoring","L'tL "" | 4shce a4 Cez Fexpt (7hm L",0.7368
9521,It was all over and done with .,WS 9// oue ay Uv 6 '#L,0.7419
9522,"it go at that , but she resolved to have",'7 ~+ tut bct se tesoluesl t Lave,0.475
9523,ignorant child .,(Zn0& + elu 'Ud,0.875
9524,her explanations as though he were,ken Aplc Krov& 90 tls-zl Le 6,0.6765
9525,For the time being Beryl was content to let,Yo tl sux_ be ' Boq/ Ua) Cn Fet J tt,0.6047
9526,opportunity presented itself . He must,?prerhn' 67 pr_ BexJed 'kelf . HLe lu-S d,0.6053
9527,it out with Piers when a reasonable,'1 Ch+ L+L Ps hh  9 1ea-sdvwa L,0.6857
9528,learn that he could not treat her,leas TU tket Le Cox Id bd Hrea t Ler,0.5152
9529,"a schoolmaster and she a small ,",a ~skoelisf kea G1d Sh a ~ Ll 2 (/,0.6562
9530,her great disappointment at being,V Zreat dsrrailtuuct Gt Len,0.5152
9531,them . But next morning she insisted,teu- Rt luxt luunvy 6 Le iLSi'5 kee|,0.6944
9532,He gave her no chance of any private,Ie Qaue bu 4a dacce avq povs Le,0.5833
9533,"relations , and tell them of",relo Loz_8 / @u 4 ~tlt kl Hu,0.7143
9534,held up in Balicou .,"hlr U1 ""M Balcow",0.5
9535,"conversation that evening , for when",Col 0037 Kvoz  Yl_t Ruell L nLx,0.8333
9536,"to find , if possible , Hubert and his",t tu Po-sc'Ll IhLZ ai> Ls,0.7368
9537,"Blanche and Jack left , he went with",~2 lnhe au (-k Gh Le ~at 01,0.6667
9538,on his taking her out in the jeep -,Ol L-s Alu Wi ou t il Hee 1 'eep,0.6286
9539,"he asked , letting in the clutch . "" No ; I want","Ke alxtd ""Mlg xn Wka dhvok No ' Lapt",0.6042
9540,"beside him . "" Is that all you want to do ? """,Leolq lm L#at all you Uad to do ?,0.4667
9541,to make you understand just what happened,mhc you undusland Jfulat BaffeAld,0.5122
9542,"coldly . "" I 'm a little tired of being treated",raldly 4 1'm4 eyeq #ured oh Leing Hfefed,0.4894
9543,"about this Balicou trip , "" she returned","Obovh Jh Bal (ou kiP , U AAc cekuAqd",0.5
9544,"With an air of resignation he sent Judy , his",Ui/G An Wu ck re0snhon Ke   cenk Judy Aic,0.5333
9545,"like an ineffective imbecile . """,Akxe Dn xp elfe okvre AuLe clo,0.6875
9546,"Boxer , to the back , and made room for her",Roxer to JAc badlz and wdle (oom Vos Ra,0.4419
9547,"to make the presentation , I run the damned",Aalke H Aeatahon Iru Hkc danned,0.5349
9548,"to account for my manners , "" he retorted .",Ho accovni {as I WAMAEcj Ja retostea,0.5814
9549,""" And I 'm heartily sick of being constantly called",dndd ('m klrdily sd c beug (utanhl Clltd,0.5098
9550,sugary things you ought to have been there,Lugaty Js You oU Mrt do kawve Leen Jkre,0.4524
9551,you the best way I can by getting hold of Jack,you HAc besh Lay 1Ce bv pllvs Rald o Jack,0.4565
9552,"fault . """,Jaula,0.6667
9553,""" What have I done wrong now ? I cover up for", UKat Raue Idone UonS Nu ? ( cover &yp kb,0.4222
9554,party to the best of my ability - saying the,pacly Fo HAc bek of wy abshly fayug WA,0.4773
9555,to say - and all you can do is to find,Jo JOy DA all you (An do i +0 {imA,0.4211
9556,""" It 's your superior attitude that riles me . "" Beryl was",M H Yur Supirr #f 4|Lf rL W 2 Bevl Las,0.6207
9557,at Balicou doesn't interest you in the faintest degree . You,4f (aicou 8e44 ikil yru (L U fdlel Lx,0.6667
9558,as though I didn't care a hoot about letting Hubert,U Hayt 'LLV Caurr 4 o#t 6 lad UUk #k,0.7647
9559,"scarlet with annoyance . "" How I happened to be marooned",CC Grlet   wik Qnoy [ 6cl_ M Liphed / le mnhel,0.625
9560,"and his pals down . """,lud W> Pal dbul,0.6667
9561,"look as though it was only what you expected of me ,",Gl 4 Ha4 4 wur aly uld Yo Gyiakl hu,0.75
9562,""" Oh , drop that nonsense , Piers !","""0u drop HGcf lbusufe Pes",0.6
9563,to understand all the whys and,to ludlusfaud all XLe Wkys a 0l,0.4333
9564,"wherefores of your actions , "" he said",W luetores   %f /our ach 6u $ C Le Sa0,0.5263
9565,"stiffly . "" Still less to criticise you . """,shff  8h U lss Fo cn fu fe Y6x,0.6512
9566,path fringed and shaded by citrus trees .,QarG tnufeel auol fladzd  61 @a Ku$ fees,0.6585
9567,brought the jeep to a standstill in a rough,broyl} YLe | &e0 Fo a slaxdshU L+1 0 rovf,0.5581
9568,""" If you want my true opinion I 'll give it .","'ItYm w au { luy he 9p71_6 (""U f e ,",0.7556
9569,""" As your employee it 's not my business",As Yowc euplo Yee i 5 lof ly tusiuess,0.4
9570,"Be yourself , "" she exclaimed , with","Ke Yowcrsel , 8 Le exclasled,w+G",0.4167
9571,"mounting exasperation . "" Very well ! "" He",oluh&f exasperahiv Very well 5 H e,0.4048
9572,"the matter because , very naturally , you were",tlue madec because vey ua traly Xov wvu e,0.413
9573,"sake show a glimmer of reason , "" was his",So lce slowv 0 (7 liiw * ^ea8ou 1 W 4 $ L s,0.6585
9574,You made some sort of a protest to Graybury .,You lacle fomie Sort % 0 Prv kest 7 Grcf 6w/,0.5111
9575,equally indignant rejoinder .,2zua = 0y idijeuet rejowclr,0.5862
9576,I 'll give you credit for that . But you didn't press,FU d'e Yo crecl t fv tuat Zut Yo cldu t Press,0.4906
9577,"idyllic surroundings . "" "" How dare you say",'dylic slrduuidli]s lsw olace Xc {ay,0.5349
9578,thoroughly enjoying Forrest's company in,thorodeky mioiy Fones f $ cowpoy,0.55
9579,"such a thing ? "" she blazed . "" For goodness'","8ucy Ca Yliu? 7 a Le 6ta 2ech, Foc (7 @ocluess",0.6444
9580,"from him to fondle Judy , who , sensing something","dok ( k &l6 88z, 6S, senscr8 Ssk( _ 7+4",0.6939
9581,"amiss , was nudging her in the endeavour to",Gux- sC ) 4z6s Ac 8j~9 < 1 k gaza UDekr,0.8372
9582,""" I know . Absurd as it may seem , I didn't want","2aow Asswre cs { maz SeCu , (&6' Ldem",0.6042
9583,have had it in for Guy .,"Gev< Geel , 0 '4 Aer Guze",0.7083
9584,if I had absolutely insisted on sailing at the,' (Gxc &Cso&k & Ias4s kek 64 Sc < Ccr& cl (C,0.8043
9585,"gain her attention . "" The truth is that",fe tn Sr &le ko 4 7c T S hI $ {,0.725
9586,"you to think badly of me . "" She turned away",(D4 lo I& bacl 04 Mu ( . SC< kamcck @Cc,0.6591
9587,"time originally arranged , Sir John would","Feu < Or- &ee_ 8oy 0n7c8~39 0 , Ss 6S (oocc €",0.9024
9588,on Guy's part that we missed seeing the,pa Gut 'c pex( Iz [ CA< ZexsSs €0 cc '~d [Cc,0.7949
9589,"You see , it was , apparently , through a mistake","{o& Sec , } ( cvces , Serexle , fya]S _ c cu4$ 6X",0.6735
9590,hardly have spoken with more contempt .,Gexd & Gvt Sqo & _ 2 Aels Mov CI~ lep [,0.7949
9591,"dares to stand up to him . """,Dxs bsk- Q S4 6 S_,0.75
9592,""" What harm could possibly have come to Forrest","4 0<[ Serk CzeFA peSs: Ly Sevt (0x ( k {3,4s",0.7234
9593,"flamingoes our first morning on the island . ""","{z&oe5 Ocr 86,s 7 Aoq 42 0r (< c61",0.7609
9594,"through Sir John's nonsense ? "" Piers could",Ko-jS Sx 894'5 MOASICe 3 bos (ok,0.7209
9595,A bully like that respects anyone who,4 LuUy Kx Kf ~stal 2~70+( ~8,0.7568
9596,trying to say that Hewson would victimise,"k7'~4 b Jey Kl Kcnso"" woc (Q vcliz/1e",0.6585
9597,precisely the remark she had made to Guy .,(prcc ce C Z Kuox} SC Sz Arceek k G.y,0.7381
9598,"important customers . "" "" So what ? You 're not","rfb,knl &s_ bueos & 9 S 6kl ? Yc 28 7/",0.6809
9599,Graybury is one of Mr. Hewson's most,6rcey Lt {s 0/< 28 La . Hecosez-'$ Auos,0.6944
9600,Forrest for behaving with ordinary moral,Tzncsl kex GCvcn} 6F ors+ar Zaowk,0.7
9601,courage !,CeuenAqr,0.8889
9602,island I needn't tell you that Sir John,"IsG+z (nu8x' ( kt , JGl S sS",0.7436
9603,Beryl tried to suppress the thought that this was,byrt} hftl b Sufmxsc K (1'3' SC Kl Ks GoeS,0.7959
9604,"She said icily , "" As you pride yourself on",SC Sec2 ic& ( As Yoc (reek Y Do ? Sc k,0.6744
9605,your knowledge of all the affairs of the,"Yocy Zuowk""s 6/ o& k k., 0 f (Sz",0.725
9606,""" What they can bring off ! I 'll admit that .",V (2S.( H (ez 67 & e/.? (2c ~xel Kl,0.8261
9607,between what a senior and a junior,Lelocc+ C9 S 6 (oxov 6440 Ce feo-bs,0.8235
9608,himself and his business to an unmention-,Lzm Se(f 2+20 (:y CscsC b 0- C ux6m ko^,0.7561
9609,He 's quite capable of telling Sir John to take,Hz' s {ccrk (ce /ce Le of kez & Sz Js k kt,0.6809
9610,"partner can do , "" was her quick reply .",pox- kht Coz 3 S9es Cev Pczz} 280,0.75
9611,"able destination . "" "" There 's a difference",(2 Sq cesl ekle^ 4 0 TKx '$ @ 2Q: frnca,0.7045
9612,But Forrest might at least have tried . He 's,"Vsc[ T,rs( At 6JS2 c ( Ia Gvc /stQ Hz s",0.7556
9613,"pretty spineless ! """,[prc IlyIihc- losc,0.85
9614,"with Sir John ? "" she enquired cuttingly .","Y: - Fs S, 8S < 4 SC en4xy.0 Cu Its &k_",0.7857
9615,I doubt it . He 's about as easy to push around,(89-c Cl 3( . Ke $ @ Gul < @8 Zcs7 k lp-s $  10n &&ek,0.8298
9616,an attempt to show my lady-love that I,64 ~le_cl t sCcz 1/ Yak z Roze H,0.7105
9617,"at that , but went on airily , "" I 'd have made","( (Al , Gec ( cen{ 94 0.2 < 8 , 4 (  Guc ace",0.6809
9618,""" For all your good opinion of yourself ,",4 Jy ~ € 7ocy doep 9646 9446 24 Zoccolr,0.7805
9619,put her interests before my own .,Ipc - [6 A~lzsls Gefrx RY ~Cr,0.7273
9620,"as - as a grounded whale ! "" He had to smile",&$ Rf @ 8rsc~cGe( ~6 ( 2 4 Hc <ek SCee 7 /,0.75
9621,""" You think you could have carried more weight",4 You 4sn2 Yov &ieCQ Sec Cenrck-? Muor< 4c;] SL,0.7174
9622,that her failure to appear at a function,Lal he Foxlr Eo appeax &l < Ictcon,0.45
9623,"man was , she thought impatiently ,","(an WaLs | Jhe Zhohghl Impalun Llt ,",0.4286
9624,"and warm sympathy , as she explained",and Wabr Sym-paZhy' Qs she expLaimeck,0.3611
9625,to have been guests at yesterday's,to habe beemn Jues& al yestedays,0.2353
9626,on the estate was a major error :,On Zhe estate Ias C (cjo €rrer-,0.3333
9627,"how she had come to miss the party ,",how   she haol come Eo mit   &he pasty ,0.3333
9628,made her send a complacent glance,mmadz her semo Q complaLeE glance,0.2424
9629,"celebrations , and their friendly welcome","Celebalions, Qncl Zhey Fiendla helzome",0.3659
9630,Their air of smiling somnolence showed them,Their Cly 8 smdlimna sommolence  showecl themm,0.3023
9631,in Piers' direction . What a fuss-box the,"U Piirs dirccLion, Whal Q kass-box Ze",0.3415
9632,trying to worry her into the belief,Lrv-3 2o ovrd hex tnlo Ze belie,0.4286
9633,"toothless mouth stretched in a wide grin , told her",tceealess mdula stetcqecl im & wicle Ktn eoedl 98,0.5098
9634,at the Villa in time .,tQ Dielc m kie,0.6364
9635,"beside her , his battered hat in his hand , his",lesicle As Ais betteeel Sat i His hcnel Sis,0.4255
9636,"would be 3"" plenty , plenty sad "" not to be back","loaulc &e 3"" plenly plrnty Sac 4 Mec € to be beeal ak",0.4375
9637,"explained right at the start that "" 3Mis' Beryl """,Foepl aineel ~ixe &l X92 stct ASat 3 Hcs Beryl,0.5306
9638,"in halting 6patois that "" 3Mistah Piers "" had",in Aclir] 6patois RGat h 3nislah Picrs Geccl,0.3556
9639,"And then she received a jolt . Old Hubert , standing",lnol lhun ske teceutel a joet Olel kkt stanunq,0.4808
9640,"could see 3anudder 3t'ing , "" he went on in a",Coukd See 3cmnuok3t Cis 6 h Wenf on i C,0.4889
9641,"to all kin' o' boats , wid d'ose big , big",6 &l( Kia( 0( Sccb ( Wd c dee 5X' Sif,0.6667
9642,We all know how Balicou Island dangerous,hk all knowv how RiEcou klnd clafloua,0.425
9643,"lower voice , his sunken black eyes twinkling .","Towes boice, his Suntoz blah2xp3 toclgia",0.4894
9644,That it wouldn't be her fault at all . That,"TbaL {uoulol,lt be hef kul a &ll Zhcz",0.4884
9645,"took the highest pride in keeping her word . "" I",lch Lie hhost przick i kofurd her LUevel .,0.5833
9646,"she was a lady who , like her Uncle Charles ,",Shc WCa C lody uh Oke hoV Uvckz Chcly],0.5333
9647,"3"" He powerful anxious , poor Mistah Piers .","3"" Me powtfQ Qnkoia ( Pvus Iiskl Pzp.",0.5455
9648,rocks in an' out o' de water .,Iocho M Cn Oul 061le tcileT _,0.6333
9649,habit .,Fee,1.0
9650,"day . Though he did not refuse wine , which the",P1s 7e 92 T Ze _ 331 Reese Lu ne) ne VLe,0.7021
9651,did not act as though he found it necessary,22l mP1/ 22 25 //2c9e k2Z6LM72 2 0d2ess22,0.7907
9652,except in moderate compliance with his father's,Zxcep2 2 17Bz_ C1tplezc 67 E3 2,0.7234
9653,"ways , even to reading law about two hours each",Ycys/ 2cz_7 4 12ccr29 Eec Del-X Mo 1ocs @224,0.7447
9654,"judge always had on the table at dinner , he",Jac2_ chzss ecr 87 7z 222_28 @la_ej]-h2,0.7955
9655,He had almost entirely settled back into his old,2 Ex Olns2 212k 8ibs E-2 /6 24} 3,0.7917
