question,reference_answer,student_answer,label
The inside of a pea seed is shown below. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant to begin growing.,"It is the leaf, stem, and roots.",incorrect
The inside of a pea seed is shown below. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant to begin growing.,A storage.,incorrect
The inside of a pea seed is shown below. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant to begin growing.,Where seeds are.,incorrect
The inside of a pea seed is shown below. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant to begin growing.,The cotyledon is where seeds are store.,incorrect
The inside of a pea seed is shown below. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant to begin growing.,Grow.,incorrect
The inside of a pea seed is shown below. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant to begin growing.,Food storage.,incorrect
The inside of a pea seed is shown below. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant to begin growing.,"Cotyledon seed coat, embryo.",incorrect
The inside of a pea seed is shown below. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant to begin growing.,Feed it.,incorrect
The inside of a pea seed is shown below. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant to begin growing.,Gives you the fiber you need.,contradictory
The inside of a pea seed is shown below. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant to begin growing.,Food storage.,incorrect
The inside of a pea seed is shown below. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant to begin growing.,A cotyledon is the part over the water.,incorrect
The inside of a pea seed is shown below. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant to begin growing.,It stores the food.,incorrect
The inside of a pea seed is shown below. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant to begin growing.,Stores supply.,incorrect
The inside of a pea seed is shown below. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant to begin growing.,The inner layer of the seed.,incorrect
The inside of a pea seed is shown below. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant to begin growing.,The cotyledon is its food holder.,incorrect
The inside of a pea seed is shown below. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant to begin growing.,The food supply.,incorrect
The inside of a pea seed is shown below. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant to begin growing.,Store food.,incorrect
The inside of a pea seed is shown below. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant to begin growing.,Food supply.,incorrect
The inside of a pea seed is shown below. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant to begin growing.,It stores food.,incorrect
The inside of a pea seed is shown below. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant to begin growing.,The cotyledon is the food for the baby plant.,correct
The inside of a pea seed is shown below. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant to begin growing.,The baby inside the seed.,incorrect
The inside of a pea seed is shown below. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant to begin growing.,Stem.,incorrect
The inside of a pea seed is shown below. Describe the function of each of the parts: embryo.,The embryo contains the tiny leaves and root of the plant.,The baby plant.,correct
The inside of a pea seed is shown below. Describe the function of each of the parts: embryo.,The embryo contains the tiny leaves and root of the plant.,Grows into plant.,correct
The inside of a pea seed is shown below. Describe the function of each of the parts: embryo.,The embryo contains the tiny leaves and root of the plant.,Germinates.,incorrect
The inside of a pea seed is shown below. Describe the function of each of the parts: embryo.,The embryo contains the tiny leaves and root of the plant.,The embryo is the root or stem.,incorrect
The inside of a pea seed is shown below. Describe the function of each of the parts: embryo.,The embryo contains the tiny leaves and root of the plant.,Baby plant.,correct
The inside of a pea seed is shown below. Describe the function of each of the parts: embryo.,The embryo contains the tiny leaves and root of the plant.,Baby plant.,correct
The inside of a pea seed is shown below. Describe the function of each of the parts: embryo.,The embryo contains the tiny leaves and root of the plant.,It is the baby plant.,correct
The inside of a pea seed is shown below. Describe the function of each of the parts: embryo.,The embryo contains the tiny leaves and root of the plant.,Baby plant.,correct
The inside of a pea seed is shown below. Describe the function of each of the parts: embryo.,The embryo contains the tiny leaves and root of the plant.,The seed.,incorrect
The inside of a pea seed is shown below. Describe the function of each of the parts: embryo.,The embryo contains the tiny leaves and root of the plant.,The roots are.,incorrect
The inside of a pea seed is shown below. Describe the function of each of the parts: embryo.,The embryo contains the tiny leaves and root of the plant.,Leaves and roots.,correct
The inside of a pea seed is shown below. Describe the function of each of the parts: embryo.,The embryo contains the tiny leaves and root of the plant.,A plant.,correct
The inside of a pea seed is shown below. Describe the function of each of the parts: embryo.,The embryo contains the tiny leaves and root of the plant.,The small leaves and roots.,correct
The inside of a pea seed is shown below. Describe the function of each of the parts: embryo.,The embryo contains the tiny leaves and root of the plant.,It betakes the pea.,incorrect
The inside of a pea seed is shown below. Describe the function of each of the parts: embryo.,The embryo contains the tiny leaves and root of the plant.,The embryo is the part of the plant that grows.,correct
The inside of a pea seed is shown below. Describe the function of each of the parts: embryo.,The embryo contains the tiny leaves and root of the plant.,It helps the baby to eat food.,incorrect
The inside of a pea seed is shown below. Describe the function of each of the parts: embryo.,The embryo contains the tiny leaves and root of the plant.,The part that grows into a plant.,correct
The inside of a pea seed is shown below. Describe the function of each of the parts: embryo.,The embryo contains the tiny leaves and root of the plant.,"The part that grows a leaf, stem.",incorrect
The inside of a pea seed is shown below. Describe the function of each of the parts: embryo.,The embryo contains the tiny leaves and root of the plant.,Grows into a plant.,correct
The inside of a pea seed is shown below. Describe the function of each of the parts: embryo.,The embryo contains the tiny leaves and root of the plant.,Embryo grows the leaves.,incorrect
The inside of a pea seed is shown below. Describe the function of each of the parts: embryo.,The embryo contains the tiny leaves and root of the plant.,Stem and leaf and baby.,incorrect
The inside of a pea seed is shown below. Describe the function of each of the parts: embryo.,The embryo contains the tiny leaves and root of the plant.,"The leave, stem, and spout.",incorrect
The inside of a pea seed is shown below. Describe the function of each of the parts: embryo.,The embryo contains the tiny leaves and root of the plant.,Stem.,incorrect
The inside of a pea seed is shown below. Describe the function of each of the parts: embryo.,The embryo contains the tiny leaves and root of the plant.,"Helps root, leaves, and stem.",incorrect
The inside of a pea seed is shown below. Describe the function of each of the parts: embryo.,The embryo contains the tiny leaves and root of the plant.,"Leaves, stem.",incorrect
The inside of a pea seed is shown below. Describe the function of each of the parts: embryo.,The embryo contains the tiny leaves and root of the plant.,It is the baby seed.,correct
The inside of a pea seed is shown below. Describe the function of each of the parts: embryo.,The embryo contains the tiny leaves and root of the plant.,Baby plant.,correct
The inside of a pea seed is shown below. Describe the function of each of the parts: embryo.,The embryo contains the tiny leaves and root of the plant.,"The whale structure includes the root, stem, and leaves.",correct
The inside of a pea seed is shown below. Describe the function of each of the parts: embryo.,The embryo contains the tiny leaves and root of the plant.,The sack of food for the seed.,incorrect
The inside of a pea seed is shown below. Describe the function of each of the parts: embryo.,The embryo contains the tiny leaves and root of the plant.,The root and stem of a plant.,incorrect
The inside of a pea seed is shown below. Describe the function of each of the parts: embryo.,The embryo contains the tiny leaves and root of the plant.,Part of a seed that grows into a plant.,correct
The inside of a pea seed is shown below. Describe the function of each of the parts: embryo.,The embryo contains the tiny leaves and root of the plant.,"Where leaves, roots or a stem grows.",correct
The inside of a pea seed is shown below. Describe the function of each of the parts: embryo.,The embryo contains the tiny leaves and root of the plant.,"The embryo is the part that grows into the roots, stems, and leaves.",correct
The inside of a pea seed is shown below. Describe the function of each of the parts: embryo.,The embryo contains the tiny leaves and root of the plant.,The embryo is the whole structure.,incorrect
The inside of a pea seed is shown below. Describe the function of each of the parts: embryo.,The embryo contains the tiny leaves and root of the plant.,The young plant.,correct
"What is your ""rule"" for deciding if the part of a plant you are observing is a fruit?","If a part of the plant contains seeds, that part is the fruit.",It has to have at least one seed.,correct
"What is your ""rule"" for deciding if the part of a plant you are observing is a fruit?","If a part of the plant contains seeds, that part is the fruit.",I know if it is a fruit because it would have seeds in it.,correct
"What is your ""rule"" for deciding if the part of a plant you are observing is a fruit?","If a part of the plant contains seeds, that part is the fruit.",To be a fruit it must have at least one seed in it.,correct
"What is your ""rule"" for deciding if the part of a plant you are observing is a fruit?","If a part of the plant contains seeds, that part is the fruit.",It has seeds.,correct
"What is your ""rule"" for deciding if the part of a plant you are observing is a fruit?","If a part of the plant contains seeds, that part is the fruit.",In java are seed.,correct
"What is your ""rule"" for deciding if the part of a plant you are observing is a fruit?","If a part of the plant contains seeds, that part is the fruit.","If has seed, in it the do have seeds, in it.",correct
"What is your ""rule"" for deciding if the part of a plant you are observing is a fruit?","If a part of the plant contains seeds, that part is the fruit.",If it has seeds it is a plant.,correct
"What is your ""rule"" for deciding if the part of a plant you are observing is a fruit?","If a part of the plant contains seeds, that part is the fruit.",I will look at the seed.,correct
"What is your ""rule"" for deciding if the part of a plant you are observing is a fruit?","If a part of the plant contains seeds, that part is the fruit.",It has a seed.,correct
"What is your ""rule"" for deciding if the part of a plant you are observing is a fruit?","If a part of the plant contains seeds, that part is the fruit.","It has to have an embryo, seed count, and cotyledon.",correct
"What is your ""rule"" for deciding if the part of a plant you are observing is a fruit?","If a part of the plant contains seeds, that part is the fruit.",You have to make sure it has seeds.,correct
"What is your ""rule"" for deciding if the part of a plant you are observing is a fruit?","If a part of the plant contains seeds, that part is the fruit.",If it has seeds.,correct
"What is your ""rule"" for deciding if the part of a plant you are observing is a fruit?","If a part of the plant contains seeds, that part is the fruit.",The rule for deciding if the part of a plant you are observing is a fruit is a fruit is not a fruit unless it has seeds.,correct
"What is your ""rule"" for deciding if the part of a plant you are observing is a fruit?","If a part of the plant contains seeds, that part is the fruit.",It case a stem I do not know.,incorrect
"What is your ""rule"" for deciding if the part of a plant you are observing is a fruit?","If a part of the plant contains seeds, that part is the fruit.",My rule is has to be sweet.,incorrect
"What is your ""rule"" for deciding if the part of a plant you are observing is a fruit?","If a part of the plant contains seeds, that part is the fruit.",If it has seeds that is the answer to the question I think.,correct
"What is your ""rule"" for deciding if the part of a plant you are observing is a fruit?","If a part of the plant contains seeds, that part is the fruit.",I decide by looking in it and seeing a seed.,correct
"What is your ""rule"" for deciding if the part of a plant you are observing is a fruit?","If a part of the plant contains seeds, that part is the fruit.",By the texture the smell of the fruit and the weight.,incorrect
"What is your ""rule"" for deciding if the part of a plant you are observing is a fruit?","If a part of the plant contains seeds, that part is the fruit.",Does it have juice.,incorrect
"What is your ""rule"" for deciding if the part of a plant you are observing is a fruit?","If a part of the plant contains seeds, that part is the fruit.",Because it has seeds and if it has seeds in it is a fruit.,correct
"What is your ""rule"" for deciding if the part of a plant you are observing is a fruit?","If a part of the plant contains seeds, that part is the fruit.",My rule is to make sure it has seeds.,correct
"What is your ""rule"" for deciding if the part of a plant you are observing is a fruit?","If a part of the plant contains seeds, that part is the fruit.",My rule is that the fruit has to have a seed or seeds.,correct
"What is your ""rule"" for deciding if the part of a plant you are observing is a fruit?","If a part of the plant contains seeds, that part is the fruit.",The part of a plant you are observing is a fruit if it has seeds.,correct
"What is your ""rule"" for deciding if the part of a plant you are observing is a fruit?","If a part of the plant contains seeds, that part is the fruit.",If it has sees it is a fruit.,correct
"What is your ""rule"" for deciding if the part of a plant you are observing is a fruit?","If a part of the plant contains seeds, that part is the fruit.",If it has a seed or not.,correct
"What is your ""rule"" for deciding if the part of a plant you are observing is a fruit?","If a part of the plant contains seeds, that part is the fruit.",Does it have seeds is it covering seeds.,correct
"What is your ""rule"" for deciding if the part of a plant you are observing is a fruit?","If a part of the plant contains seeds, that part is the fruit.",The flowers.,incorrect
"What is your ""rule"" for deciding if the part of a plant you are observing is a fruit?","If a part of the plant contains seeds, that part is the fruit.",I know the part of the plant I am observing is a fruit because it has one or more seeds.,correct
"What is your ""rule"" for deciding if the part of a plant you are observing is a fruit?","If a part of the plant contains seeds, that part is the fruit.",If I look in it and it has seeds in it it is a fruit then if it do not have seeds then it is no a fruit.,correct
"What is your ""rule"" for deciding if the part of a plant you are observing is a fruit?","If a part of the plant contains seeds, that part is the fruit.",It nest to have a seed.,correct
"What is your ""rule"" for deciding if the part of a plant you are observing is a fruit?","If a part of the plant contains seeds, that part is the fruit.",Because inside the plant is a seed.,correct
"What is your ""rule"" for deciding if the part of a plant you are observing is a fruit?","If a part of the plant contains seeds, that part is the fruit.","It has to have a seed of it does not have no seed, it will not be a fruit.",correct
"What is your ""rule"" for deciding if the part of a plant you are observing is a fruit?","If a part of the plant contains seeds, that part is the fruit.",It is going to tell you if you have a baby plant first.,incorrect
"What is your ""rule"" for deciding if the part of a plant you are observing is a fruit?","If a part of the plant contains seeds, that part is the fruit.",That it has seeds or not.,correct
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: seed coat.,The seed coat protects the seed until the plant begins to grow.,To protect the baby seed.,correct
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: seed coat.,The seed coat protects the seed until the plant begins to grow.,To protect the seed.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: seed coat.,The seed coat protects the seed until the plant begins to grow.,Protect the plant.,contradictory
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: seed coat.,The seed coat protects the seed until the plant begins to grow.,Protect skin.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: seed coat.,The seed coat protects the seed until the plant begins to grow.,To protect the seed.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: seed coat.,The seed coat protects the seed until the plant begins to grow.,To protect the cotyledon.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: seed coat.,The seed coat protects the seed until the plant begins to grow.,To protect.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: seed coat.,The seed coat protects the seed until the plant begins to grow.,The seed coat hold the seed.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: seed coat.,The seed coat protects the seed until the plant begins to grow.,The seed coat is for protection.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: seed coat.,The seed coat protects the seed until the plant begins to grow.,Protects the seedlings.,contradictory
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: seed coat.,The seed coat protects the seed until the plant begins to grow.,It is what covers the seed.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: seed coat.,The seed coat protects the seed until the plant begins to grow.,To protect it.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: seed coat.,The seed coat protects the seed until the plant begins to grow.,The seed coat helps keep the seed safe like our skin.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: seed coat.,The seed coat protects the seed until the plant begins to grow.,Outer layer protecting the seed.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: seed coat.,The seed coat protects the seed until the plant begins to grow.,To protect the seed when it is growing.,contradictory
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: seed coat.,The seed coat protects the seed until the plant begins to grow.,Cover.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: seed coat.,The seed coat protects the seed until the plant begins to grow.,To protect the seed.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: seed coat.,The seed coat protects the seed until the plant begins to grow.,It protects cotyledon and embryo.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: seed coat.,The seed coat protects the seed until the plant begins to grow.,Protects the cotyledon and embryo.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: seed coat.,The seed coat protects the seed until the plant begins to grow.,Protect the baby plant.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: seed coat.,The seed coat protects the seed until the plant begins to grow.,Protects the embryo.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: seed coat.,The seed coat protects the seed until the plant begins to grow.,Protects the seed.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: seed coat.,The seed coat protects the seed until the plant begins to grow.,Protect the seed.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: seed coat.,The seed coat protects the seed until the plant begins to grow.,It protects the seed from harm.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: seed coat.,The seed coat protects the seed until the plant begins to grow.,Shell.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: seed coat.,The seed coat protects the seed until the plant begins to grow.,The protection of the seed.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: seed coat.,The seed coat protects the seed until the plant begins to grow.,Protects the seed.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: seed coat.,The seed coat protects the seed until the plant begins to grow.,Protects the seed.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: seed coat.,The seed coat protects the seed until the plant begins to grow.,Protects the seed.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: seed coat.,The seed coat protects the seed until the plant begins to grow.,A hard outer covering to act protects the cotyledon.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: seed coat.,The seed coat protects the seed until the plant begins to grow.,Protects the seed.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: seed coat.,The seed coat protects the seed until the plant begins to grow.,Seed coat cracks.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: seed coat.,The seed coat protects the seed until the plant begins to grow.,The seed coat protects the seed web germinating.,correct
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: seed coat.,The seed coat protects the seed until the plant begins to grow.,This is the outer layer that covers the seed.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: seed coat.,The seed coat protects the seed until the plant begins to grow.,Protects the seed so it can grow.,correct
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: seed coat.,The seed coat protects the seed until the plant begins to grow.,Protect the cotyledon.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant until the plant can make food for itself.,Helps give the plant food.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant until the plant can make food for itself.,Store food.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant until the plant can make food for itself.,Saves food.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant until the plant can make food for itself.,Stores food for the seedling until it grows leaves.,correct
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant until the plant can make food for itself.,Gives the seed food.,correct
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant until the plant can make food for itself.,"To store the food, nutrients.",incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant until the plant can make food for itself.,The cotyledon or the seed is the seed coat came off.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant until the plant can make food for itself.,The cotyledon is the food storage.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant until the plant can make food for itself.,Is the seed.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant until the plant can make food for itself.,Feeds the seed.,correct
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant until the plant can make food for itself.,Stores food for it until it grows into a plant.,correct
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant until the plant can make food for itself.,Provide food.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant until the plant can make food for itself.,Stores food.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant until the plant can make food for itself.,To provide food when germination.,correct
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant until the plant can make food for itself.,It gather up food for the seed.,correct
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant until the plant can make food for itself.,The cotyledon stores the food.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant until the plant can make food for itself.,The cotyledon is a little plant in the bean that store food.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant until the plant can make food for itself.,Help it grow.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant until the plant can make food for itself.,Something that feeds the seed.,correct
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant until the plant can make food for itself.,The cotyledon is the inside.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant until the plant can make food for itself.,The cotyledon splits opened.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant until the plant can make food for itself.,Stores food.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant until the plant can make food for itself.,The cotyledon gives food to the plant until it grows roots.,correct
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant until the plant can make food for itself.,It folds of when it is done.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant until the plant can make food for itself.,Food supply.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant until the plant can make food for itself.,A cotyledon in the food supply.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant until the plant can make food for itself.,It is the food supply until the plant grows leaves.,correct
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant until the plant can make food for itself.,Food supply for the plant.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant until the plant can make food for itself.,It stows the food for the young plant.,correct
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant until the plant can make food for itself.,The cotyledon supplies food for the seed until it can supply its own food.,correct
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant until the plant can make food for itself.,Holds seed coat.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant until the plant can make food for itself.,Food supply.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant until the plant can make food for itself.,Give it nutrients.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant until the plant can make food for itself.,Stores food for the plant in until it can make on its own.,correct
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant until the plant can make food for itself.,The outside of the seeds.,incorrect
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.,The cotyledon provides food for the plant until the plant can make food for itself.,Holds the food.,incorrect
"When a seed germinates, why does the root grow first?",The root grows first so the root can take up water for the plant.,Because it sucks up the water as food for the plant and stem.,correct
"When a seed germinates, why does the root grow first?",The root grows first so the root can take up water for the plant.,Because they need roots to produce the leaves.,incorrect
"When a seed germinates, why does the root grow first?",The root grows first so the root can take up water for the plant.,It grows first to get food and nutrients.,incorrect
"When a seed germinates, why does the root grow first?",The root grows first so the root can take up water for the plant.,The root grows first because the seed needs water to grow.,correct
"When a seed germinates, why does the root grow first?",The root grows first so the root can take up water for the plant.,Because the root is the seed or the to be growing the hair.,incorrect
"When a seed germinates, why does the root grow first?",The root grows first so the root can take up water for the plant.,So the seed does not die.,incorrect
"When a seed germinates, why does the root grow first?",The root grows first so the root can take up water for the plant.,Because it need to stay it will not grow at all.,incorrect
"When a seed germinates, why does the root grow first?",The root grows first so the root can take up water for the plant.,So it can suck up water to grow.,correct
"When a seed germinates, why does the root grow first?",The root grows first so the root can take up water for the plant.,Because the roots go down to the water the leaves go towards the sun.,correct
"When a seed germinates, why does the root grow first?",The root grows first so the root can take up water for the plant.,To gather water for food.,incorrect
"When a seed germinates, why does the root grow first?",The root grows first so the root can take up water for the plant.,The root grows first because it needs to make food for the seed.,incorrect
"When a seed germinates, why does the root grow first?",The root grows first so the root can take up water for the plant.,When a seed germinates the root grows first to hold the plant up right.,incorrect
"When a seed germinates, why does the root grow first?",The root grows first so the root can take up water for the plant.,It comes out before the other.,incorrect
"When a seed germinates, why does the root grow first?",The root grows first so the root can take up water for the plant.,So it can gather water to grow.,correct
"When a seed germinates, why does the root grow first?",The root grows first so the root can take up water for the plant.,Because that is a part of the plant.,incorrect
"When a seed germinates, why does the root grow first?",The root grows first so the root can take up water for the plant.,The root grows fruit because root always grows first.,incorrect
"When a seed germinates, why does the root grow first?",The root grows first so the root can take up water for the plant.,Because the root searches for the nutrients so the embryo germinates into a stem and leaves.,incorrect
"When a seed germinates, why does the root grow first?",The root grows first so the root can take up water for the plant.,Root hair.,incorrect
"When a seed germinates, why does the root grow first?",The root grows first so the root can take up water for the plant.,To get water for the seed.,correct
"When a seed germinates, why does the root grow first?",The root grows first so the root can take up water for the plant.,Because it has to get the food and water.,correct
"When a seed germinates, why does the root grow first?",The root grows first so the root can take up water for the plant.,So it can search for food.,incorrect
"When a seed germinates, why does the root grow first?",The root grows first so the root can take up water for the plant.,So the root would search for water.,incorrect
"When a seed germinates, why does the root grow first?",The root grows first so the root can take up water for the plant.,The root grows first because the root suck up the water that the seed needs.,correct
"When a seed germinates, why does the root grow first?",The root grows first so the root can take up water for the plant.,So the plant can get water.,correct
"When a seed germinates, why does the root grow first?",The root grows first so the root can take up water for the plant.,So the seed can get out and grow.,incorrect
"When a seed germinates, why does the root grow first?",The root grows first so the root can take up water for the plant.,So the flower could grow on it.,incorrect
"When a seed germinates, why does the root grow first?",The root grows first so the root can take up water for the plant.,It is because a root produces the plant.,incorrect
"When a seed germinates, why does the root grow first?",The root grows first so the root can take up water for the plant.,The roots grow first to kind of support the plant and to soak up the water.,correct
"When a seed germinates, why does the root grow first?",The root grows first so the root can take up water for the plant.,The reason that the root grows first is because the root is the part underground and so that is why it grows first.,incorrect
"When a seed germinates, why does the root grow first?",The root grows first so the root can take up water for the plant.,When the seed germinates the roots grow first because it somewhat help hold the plant up because it holds on to the did sort of.,incorrect
"When a seed germinates, why does the root grow first?",The root grows first so the root can take up water for the plant.,Because that is what a plant need to grow. The roots are the part of the plant that sucks up the water.,correct
"When a seed germinates, why does the root grow first?",The root grows first so the root can take up water for the plant.,So the root can suck up the water.,correct
"When a seed germinates, why does the root grow first?",The root grows first so the root can take up water for the plant.,So it can soak up food.,incorrect
"When a seed germinates, why does the root grow first?",The root grows first so the root can take up water for the plant.,So it can keep growing so it will not.,incorrect
"When a seed germinates, why does the root grow first?",The root grows first so the root can take up water for the plant.,Because it grows as late.,incorrect
"When a seed germinates, why does the root grow first?",The root grows first so the root can take up water for the plant.,It has to suck up all the water so that it can grow.,correct
"One function of the bess beetle's elytra (the hard, black wing set) is protection. What is another function of the elytra?",The elytra are used to make sounds.,To make sound.,correct
"One function of the bess beetle's elytra (the hard, black wing set) is protection. What is another function of the elytra?",The elytra are used to make sounds.,To make noise.,correct
